,MESS_DATUM, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK
255,1940-09-12,5.2,1,3.3,0,6.7,9.5,1010.3,11.4,73.0,13.8,7.6,6.1
256,1940-09-13,23.5,1,0.0,0,8.0,14.0,995.5,13.0,94.0,13.8,9.9,8.8
257,1940-09-14,1.0,1,5.9,0,2.7,9.9,988.8,11.6,72.0,15.0,9.9,8.2
258,1940-09-15,6.5,1,0.4,0,7.3,10.9,984.6,10.0,88.0,12.7,8.6,7.1
259,1940-09-16,1.1,1,4.7,0,5.3,10.3,997.8,12.2,75.0,15.3,7.5,5.7
260,1940-09-17,0.1,1,2.0,0,6.7,14.5,994.8,16.8,76.0,18.9,11.6,10.6
261,1940-09-18,0.7,1,2.9,0,4.7,12.8,1002.4,15.3,74.0,18.0,12.8,11.5
262,1940-09-19,0.1,1,2.8,0,6.0,12.7,1000.3,16.8,68.0,20.2,13.0,11.3
263,1940-09-20,6.3,1,5.1,0,3.7,12.8,994.0,16.2,69.0,18.9,14.6,13.6
264,1940-09-21,7.9,1,0.0,0,7.7,12.8,999.6,12.7,86.0,15.4,11.9,10.2
265,1940-09-22,1.7,1,1.3,0,7.0,13.9,1005.6,14.9,85.0,17.2,10.0,8.2
266,1940-09-23,0.1,1,3.1,0,6.3,15.1,1004.6,15.8,83.0,17.7,14.8,13.1
267,1940-09-24,0.0,0,6.2,0,2.7,11.2,1006.2,13.2,74.0,17.2,10.5,7.7
268,1940-09-25,0.0,0,3.0,0,2.3,10.1,1008.3,11.5,74.0,15.2,8.8,6.1
269,1940-09-26,0.5,1,0.2,0,7.7,11.2,1014.6,11.6,83.0,13.8,7.8,5.1
270,1940-09-27,1.4,1,1.1,0,8.0,10.8,1009.4,11.7,82.0,13.6,7.5,5.2
271,1940-09-28,1.2,1,1.7,0,4.0,9.6,1001.4,10.3,75.0,12.8,9.2,9.7
272,1940-09-29,0.1,1,5.2,0,5.0,8.9,1009.1,9.3,76.0,12.6,7.1,5.5
273,1940-09-30,0.0,0,6.5,0,2.3,7.7,1012.3,6.8,79.0,11.0,2.8,0.9
274,1940-10-01,0.0,0,9.8,0,0.7,7.7,1008.0,8.1,75.0,12.5,3.1,1.8
275,1940-10-02,0.0,1,1.4,0,6.0,9.9,1004.3,9.2,87.0,11.9,4.3,2.8
276,1940-10-03,0.0,1,0.0,0,5.7,11.7,1004.3,11.4,85.0,14.6,9.9,9.3
277,1940-10-04,0.6,1,0.8,0,6.7,10.9,1007.6,12.1,77.0,14.2,7.8,5.7
278,1940-10-05,1.9,1,1.2,0,6.3,12.3,1006.8,13.4,81.0,14.8,10.8,9.7
279,1940-10-06,9.7,1,0.2,0,8.0,12.3,999.8,14.7,73.0,16.7,12.2,12.2
280,1940-10-07,3.9,1,2.9,0,5.0,11.7,996.3,12.6,75.0,15.9,10.3,12.3
281,1940-10-08,0.0,0,8.4,0,4.0,8.9,1003.9,10.9,69.0,14.5,7.3,5.6
282,1940-10-09,5.4,1,0.4,0,7.3,12.0,991.4,14.0,79.0,17.1,8.3,7.0
283,1940-10-10,0.0,0,3.4,0,4.7,10.7,997.1,13.0,70.0,16.2,11.7,10.6
284,1940-10-11,4.6,1,0.0,0,8.0,11.1,1003.9,10.3,87.0,11.9,9.7,7.5
285,1940-10-12,0.1,1,1.3,0,5.3,10.3,1009.9,9.8,84.0,12.3,8.3,6.6
286,1940-10-13,0.0,1,0.0,0,6.3,9.6,1004.8,9.0,86.0,10.5,3.3,2.3
287,1940-10-14,0.0,0,6.3,0,3.0,11.6,1000.2,12.9,79.0,16.6,9.0,7.0
288,1940-10-15,0.0,0,0.5,0,4.7,12.0,1005.9,12.3,84.0,16.3,8.9,6.6
289,1940-10-16,0.0,1,8.0,0,2.0,10.8,1005.4,12.2,78.0,18.3,6.3,5.6
290,1940-10-17,1.5,1,1.6,0,7.0,12.5,1002.2,16.1,68.0,18.5,10.0,6.1
291,1940-10-18,0.0,0,5.0,0,4.0,12.1,1002.3,16.6,65.0,21.5,14.5,13.1
292,1940-10-19,0.0,0,7.7,0,3.3,10.8,1002.4,13.3,70.0,17.4,10.3,7.5
293,1940-10-20,0.0,0,7.7,0,3.7,10.0,1000.0,10.0,80.0,15.3,3.9,3.1
294,1940-10-21,0.0,0,8.5,0,1.0,11.3,996.8,13.4,74.0,18.6,6.4,2.8
295,1940-10-22,4.4,1,1.3,0,8.0,12.7,997.9,12.6,85.0,17.0,11.3,8.5
296,1940-10-23,0.1,1,3.8,0,4.0,7.6,999.1,6.1,79.0,11.4,4.8,4.7
297,1940-10-24,0.0,0,0.4,0,6.3,7.1,997.8,4.9,80.0,6.8,4.3,3.3
298,1940-10-25,0.0,1,0.6,0,3.7,6.1,996.4,3.6,80.0,4.9,-0.2,-1.8
299,1940-10-26,0.0,0,1.5,0,7.3,6.5,998.4,4.0,80.0,6.0,2.8,1.7
300,1940-10-27,0.0,0,5.5,0,0.7,5.6,1004.3,2.4,77.0,6.7,-1.3,-1.7
301,1940-10-28,0.0,0,4.0,0,2.3,5.6,1011.0,2.8,77.0,6.5,-2.5,-3.4
302,1940-10-29,0.0,0,6.6,0,0.7,5.3,1007.8,1.2,79.0,6.2,-2.0,-2.1
303,1940-10-30,0.0,1,0.0,0,8.0,5.6,1005.4,1.1,85.0,1.8,-2.9,-3.1
304,1940-10-31,4.0,1,0.0,0,8.0,7.7,999.9,6.8,81.0,9.0,-1.4,-1.9
305,1940-11-01,0.0,0,4.2,0,2.3,9.5,1000.4,9.5,78.0,13.0,8.3,7.7
306,1940-11-02,12.4,1,0.9,0,7.0,10.4,999.9,11.1,79.0,12.0,8.4,6.3
307,1940-11-03,61.8,1,0.0,0,8.0,11.3,986.7,10.2,89.0,13.2,8.7,8.5
308,1940-11-04,26.0,1,0.4,0,7.3,11.5,981.5,10.8,92.0,13.8,6.8,6.1
309,1940-11-05,6.0,1,2.4,0,5.0,9.5,1000.3,8.1,86.0,13.2,6.7,5.1
310,1940-11-06,8.2,1,0.4,0,5.3,8.7,989.6,9.2,74.0,11.4,6.0,4.1
311,1940-11-07,3.1,1,0.0,0,6.7,8.8,1001.0,6.1,90.0,8.9,5.2,5.8
312,1940-11-08,0.1,1,5.7,0,5.3,7.6,1010.3,7.0,77.0,8.4,3.5,0.3
313,1940-11-09,0.5,1,3.7,0,4.7,7.5,1002.3,7.0,73.0,8.8,4.8,2.0
314,1940-11-10,1.3,1,4.1,0,3.7,8.5,994.2,8.1,78.0,10.9,5.5,2.9
315,1940-11-11,18.7,1,5.5,0,7.3,7.9,991.5,7.3,77.0,8.9,5.8,3.7
316,1940-11-12,18.7,1,0.0,0,7.3,9.5,970.3,9.5,78.0,11.1,6.9,5.9
317,1940-11-13,6.0,1,0.0,0,5.3,8.8,981.4,9.5,74.0,10.4,8.4,6.0
318,1940-11-14,0.1,1,1.4,0,4.3,7.5,980.0,9.4,63.0,13.9,8.0,6.7
319,1940-11-15,0.0,0,7.0,0,4.3,7.3,989.0,7.7,69.0,9.7,6.5,5.1
320,1940-11-16,0.6,1,0.4,0,5.0,8.0,981.0,8.3,74.0,10.0,5.5,2.9
321,1940-11-17,1.9,1,0.2,0,4.3,8.4,975.2,9.0,72.0,10.6,7.9,7.0
322,1940-11-18,0.1,1,5.7,0,3.3,7.3,982.6,7.2,73.0,9.1,5.3,3.3
323,1940-11-19,1.4,1,0.2,0,7.7,8.4,992.2,7.9,78.0,8.9,7.0,4.8
324,1940-11-20,4.9,1,4.0,0,4.7,8.5,996.2,9.1,75.0,10.1,6.6,5.1
325,1940-11-21,0.4,1,0.6,0,7.3,10.7,1005.1,11.1,82.0,12.4,8.2,6.1
326,1940-11-22,0.8,1,0.9,0,7.3,10.7,1003.9,10.7,79.0,13.7,8.3,9.7
327,1940-11-23,0.0,0,1.6,0,4.3,7.2,1018.4,6.3,75.0,8.3,5.4,4.7
328,1940-11-24,1.2,1,0.0,0,8.0,8.7,1019.9,6.9,89.0,8.0,3.3,0.4
329,1940-11-25,0.0,0,0.0,0,7.3,9.9,1022.8,8.6,90.0,9.2,7.0,6.4
330,1940-11-26,0.0,0,0.0,0,5.3,8.1,1018.6,6.8,81.0,9.2,5.7,5.4
331,1940-11-27,3.3,1,1.2,0,5.0,7.1,1008.7,6.2,75.0,7.0,2.9,3.0
332,1940-11-28,0.8,1,0.9,0,3.3,7.2,1012.6,4.0,87.0,6.6,2.8,2.3
333,1940-11-29,0.0,0,0.4,0,4.7,6.4,1013.9,2.4,87.0,3.6,1.3,0.1
334,1940-11-30,0.0,0,5.6,0,2.3,5.1,1024.7,-0.6,85.0,2.3,-1.4,-2.1
335,1940-12-01,0.0,0,2.5,0,2.3,4.3,1022.4,-1.2,77.0,2.0,-3.9,-5.5
336,1940-12-02,0.1,1,3.7,0,5.0,4.8,1015.9,0.4,78.0,2.2,-3.9,-5.5
337,1940-12-03,0.0,0,0.1,0,7.7,6.5,1015.1,3.7,83.0,5.2,1.4,0.3
338,1940-12-04,10.0,1,0.0,0,7.7,6.5,1009.1,4.1,80.0,4.8,2.1,1.1
339,1940-12-05,16.5,8,0.1,0,7.0,6.8,993.9,3.9,83.0,5.4,2.0,2.5
340,1940-12-06,3.6,8,0.0,0,8.0,6.7,966.7,5.6,73.0,6.3,1.4,0.0
341,1940-12-07,3.4,8,0.0,0,7.3,6.5,970.2,3.2,85.0,5.8,0.2,1.5
342,1940-12-08,1.7,1,0.1,0,7.7,7.3,992.3,4.1,88.0,5.8,2.7,1.5
343,1940-12-09,3.6,1,0.0,0,8.0,6.9,997.4,3.4,88.0,5.2,1.6,-0.3
344,1940-12-10,5.9,8,0.2,0,8.0,7.2,985.1,4.2,85.0,5.6,2.5,1.6
345,1940-12-11,11.5,8,0.0,1,8.0,6.7,982.7,2.0,95.0,3.9,0.4,-0.3
346,1940-12-12,0.4,1,0.0,0,8.0,6.5,1001.0,3.0,86.0,3.5,1.4,0.5
347,1940-12-13,0.0,0,0.0,0,8.0,5.9,1017.0,0.4,91.0,3.0,-0.9,0.5
348,1940-12-14,0.0,0,3.7,0,1.7,4.4,1015.9,-0.2,72.0,1.7,-1.5,-2.3
349,1940-12-15,0.0,0,6.8,0,0.3,3.5,1018.6,-2.4,67.0,0.0,-3.7,-5.1
350,1940-12-16,0.1,1,5.8,0,1.3,2.7,1025.6,-4.2,58.0,-1.8,-5.7,-7.1
351,1940-12-17,0.5,8,0.0,0,8.0,3.5,1026.6,-2.0,66.0,-1.1,-4.7,-6.3
352,1940-12-18,2.7,8,0.0,0,8.0,4.7,1026.0,-0.7,80.0,-0.1,-2.4,-2.9
353,1940-12-19,3.0,8,0.0,0,7.0,6.1,1008.0,1.0,94.0,1.5,-0.9,-1.3
354,1940-12-20,0.0,0,2.5,0,2.0,3.7,1015.0,-4.8,80.0,0.9,-7.0,-4.1
355,1940-12-21,0.0,0,5.6,0,0.0,2.5,1016.2,-7.0,68.0,-4.6,-8.6,-9.2
356,1940-12-22,0.0,0,2.3,0,2.3,3.3,1017.5,-4.0,73.0,-1.6,-7.7,-8.7
357,1940-12-23,0.0,1,0.0,0,5.3,3.9,1017.1,-3.4,85.0,-1.7,-7.7,-9.2
358,1940-12-24,0.2,7,3.7,0,4.7,2.8,1018.4,-6.3,75.0,-1.7,-9.7,-10.7
359,1940-12-25,1.0,7,0.0,0,8.0,5.2,1018.3,-1.2,94.0,-0.2,-5.5,-7.2
360,1940-12-26,4.1,7,0.0,0,8.0,5.2,1017.2,-0.8,93.0,0.8,-5.2,-6.7
361,1940-12-27,1.4,1,0.0,3,8.0,6.8,1014.3,2.5,94.0,2.9,0.8,0.2
362,1940-12-28,0.3,1,0.0,0,8.0,6.9,1019.1,2.6,94.0,2.9,0.5,-0.5
363,1940-12-29,11.1,1,0.0,0,8.0,7.1,1010.3,3.8,90.0,4.7,1.4,0.6
364,1940-12-30,35.0,1,0.0,0,8.0,8.0,991.4,4.9,94.0,6.0,2.7,3.5
365,1940-12-31,3.4,8,0.0,0,8.0,5.7,982.8,0.0,92.0,6.1,-1.0,0.3
366,1941-01-01,0.0,0,0.0,1,6.0,3.1,989.6,-6.4,78.0,-1.0,-8.2,-5.0
367,1941-01-02,0.0,0,0.9,1,1.7,1.7,1001.9,-10.1,63.0,-8.2,-12.5,-12.2
368,1941-01-03,0.2,7,0.4,0,7.0,2.3,1013.1,-7.2,65.0,-6.6,-9.0,-9.7
369,1941-01-04,0.0,7,0.0,0,8.0,2.7,1017.0,-7.2,74.0,-6.7,-7.8,-8.3
370,1941-01-05,0.0,7,0.0,0,8.0,2.9,1016.6,-6.6,79.0,-6.1,-8.0,-8.1
371,1941-01-06,0.0,0,0.0,0,6.7,3.2,1012.3,-6.0,82.0,-5.2,-6.8,-7.0
372,1941-01-07,0.0,7,0.0,0,6.0,2.9,1013.5,-6.7,81.0,-5.9,-9.0,-10.5
373,1941-01-08,0.0,1,0.0,0,8.0,3.3,1015.1,-5.8,87.0,-5.0,-7.3,-7.3
374,1941-01-09,0.0,0,0.8,0,6.0,3.7,1018.7,-4.6,84.0,-3.3,-5.4,-5.5
375,1941-01-10,0.0,0,5.2,0,2.3,3.9,1011.6,-4.8,87.0,-2.5,-6.2,-6.7
376,1941-01-11,0.0,0,5.7,0,6.7,4.0,1008.0,-3.7,86.0,-1.1,-7.7,-9.9
377,1941-01-12,3.2,7,0.0,0,7.3,4.1,1009.9,-2.2,82.0,1.4,-5.5,-6.9
378,1941-01-13,3.4,7,0.0,5,8.0,5.9,1002.0,0.2,97.0,1.3,-4.0,-4.3
379,1941-01-14,2.2,7,0.0,4,8.0,6.0,992.8,1.1,92.0,1.7,-0.2,-0.5
380,1941-01-15,0.5,7,0.0,4,8.0,4.5,987.0,-3.4,90.0,1.6,-5.5,-0.5
381,1941-01-16,0.0,7,0.0,5,8.0,3.5,988.3,-6.0,88.0,-4.9,-7.4,-7.1
382,1941-01-17,1.4,7,3.4,5,6.7,3.5,992.3,-4.2,81.0,-2.6,-9.7,-9.9
383,1941-01-18,4.6,7,0.8,7,7.7,3.6,995.8,-3.1,75.0,-2.7,-4.5,-4.9
384,1941-01-19,3.6,8,0.0,10,8.0,6.5,982.2,3.2,87.0,5.0,-3.7,-4.5
385,1941-01-20,13.8,1,0.0,0,8.0,7.5,980.8,5.8,84.0,8.0,3.2,2.0
386,1941-01-21,1.1,1,0.0,0,8.0,8.1,977.0,8.1,75.0,8.7,6.4,4.1
387,1941-01-22,0.1,1,0.0,0,7.7,8.5,979.1,7.2,83.0,8.5,5.2,4.8
388,1941-01-23,0.0,0,5.5,0,6.3,7.9,983.4,6.4,81.0,8.0,5.4,3.9
389,1941-01-24,0.3,1,0.0,0,8.0,8.0,985.2,4.6,93.0,6.1,4.2,2.8
390,1941-01-25,0.0,0,0.0,0,8.0,6.8,990.3,1.6,97.0,4.9,0.7,2.0
391,1941-01-26,0.0,7,0.0,0,7.7,5.1,1002.0,-0.4,84.0,0.9,-1.3,-0.7
392,1941-01-27,0.7,7,0.0,0,8.0,3.9,1008.2,-1.2,72.0,-0.1,-3.2,-2.9
393,1941-01-28,0.0,0,0.8,1,5.3,4.5,1005.1,-1.5,80.0,0.3,-2.9,-1.8
394,1941-01-29,0.0,0,5.8,0,0.0,3.6,1007.6,-3.4,76.0,-1.2,-6.1,-6.7
395,1941-01-30,0.0,0,0.8,0,3.3,3.9,1004.2,-1.1,71.0,1.3,-5.9,-7.1
396,1941-01-31,0.1,7,3.7,0,3.3,4.1,992.8,0.4,68.0,2.2,-3.6,-4.3
397,1941-02-01,2.0,7,0.0,0,8.0,5.3,989.0,0.2,85.0,1.1,-0.5,-1.0
398,1941-02-02,6.5,7,0.0,1,8.0,5.9,988.2,0.9,90.0,1.3,-0.7,-1.4
399,1941-02-03,0.7,7,0.0,7,8.0,3.7,994.0,-4.9,88.0,0.8,-5.6,-5.6
400,1941-02-04,0.4,7,0.0,8,8.0,3.6,1008.8,-5.3,86.0,-4.5,-5.7,-6.1
401,1941-02-05,0.0,0,3.0,8,5.3,2.8,1010.7,-8.2,84.0,-5.1,-11.7,-12.7
402,1941-02-06,0.0,0,2.1,8,6.0,3.1,997.8,-4.4,72.0,-3.0,-10.2,-11.7
403,1941-02-07,0.5,1,0.0,8,8.0,6.1,997.4,1.8,91.0,4.1,-4.9,-7.4
404,1941-02-08,0.6,1,0.0,0,8.0,8.9,1000.2,7.3,90.0,8.9,4.1,2.5
405,1941-02-09,0.1,1,0.6,0,7.3,9.6,1003.4,10.3,78.0,11.5,8.6,7.6
406,1941-02-10,2.3,1,0.2,0,7.3,8.7,1002.2,7.6,82.0,10.5,6.8,5.7
407,1941-02-11,0.0,0,1.9,0,6.3,7.2,1005.6,4.0,88.0,7.2,2.7,1.5
408,1941-02-12,0.3,1,0.0,0,6.7,6.9,991.6,4.7,81.0,7.7,0.8,-1.5
409,1941-02-13,3.8,1,0.3,0,8.0,8.9,985.5,7.2,87.0,8.9,4.2,2.6
410,1941-02-14,0.0,0,8.1,0,3.7,7.3,986.8,6.9,74.0,10.7,4.7,4.1
411,1941-02-15,1.5,1,0.7,0,4.3,6.7,988.2,6.1,70.0,8.5,3.8,0.7
412,1941-02-16,2.2,1,0.0,0,7.7,7.2,980.0,5.2,84.0,6.0,2.5,1.1
413,1941-02-17,2.7,1,3.7,0,3.7,7.1,979.9,9.0,62.0,12.5,5.1,3.1
414,1941-02-18,1.8,1,1.1,0,6.3,7.9,978.4,6.3,82.0,9.5,5.6,4.6
415,1941-02-19,1.2,8,2.2,0,5.3,6.7,977.9,4.7,76.0,6.0,2.3,3.9
416,1941-02-20,0.0,1,2.2,0,4.0,5.3,980.3,3.2,69.0,4.8,1.8,-0.1
417,1941-02-21,0.0,0,7.9,0,0.7,4.5,983.6,3.2,60.0,6.3,0.8,-0.3
418,1941-02-22,0.0,1,1.6,0,8.0,5.7,988.8,2.2,80.0,3.9,0.5,-2.3
419,1941-02-23,3.8,7,0.6,0,7.0,4.9,984.4,0.7,77.0,3.1,-0.7,-2.9
420,1941-02-24,0.0,0,2.9,7,6.3,5.5,987.6,2.2,76.0,4.1,-0.1,-1.1
421,1941-02-25,0.8,7,1.5,0,7.0,4.9,995.6,0.6,77.0,2.0,-0.7,-1.3
422,1941-02-26,0.0,0,0.7,0,5.0,4.3,1006.7,-1.0,76.0,0.2,-3.7,-4.9
423,1941-02-27,11.6,1,1.0,0,7.7,5.2,1005.6,3.2,68.0,4.9,-2.7,-4.9
424,1941-02-28,13.6,1,0.5,0,8.0,10.3,999.6,10.1,84.0,11.7,4.3,0.7
425,1941-03-01,1.6,1,5.6,0,6.3,7.9,1002.2,9.6,67.0,11.8,7.5,5.5
426,1941-03-02,1.9,1,0.3,0,7.7,9.5,994.7,12.1,67.0,14.9,9.4,7.7
427,1941-03-03,3.1,1,0.9,0,7.3,8.4,991.6,8.6,73.0,11.7,6.1,7.8
428,1941-03-04,1.2,1,1.5,0,7.7,7.6,985.8,6.8,76.0,9.4,5.3,3.1
429,1941-03-05,0.3,1,0.3,0,7.7,6.9,987.4,4.5,83.0,6.3,2.8,2.5
430,1941-03-06,0.0,1,7.4,0,4.3,5.5,991.6,7.0,58.0,9.0,2.8,0.5
431,1941-03-07,1.1,1,1.4,0,6.0,8.8,993.0,10.4,70.0,12.8,6.2,4.2
432,1941-03-08,12.7,1,0.8,0,7.3,8.7,993.8,8.5,77.0,10.9,7.5,5.4
433,1941-03-09,0.2,1,4.8,0,4.7,7.6,997.8,7.3,73.0,10.7,6.0,5.1
434,1941-03-10,0.1,1,8.5,0,4.3,7.1,1001.1,8.0,67.0,13.1,4.0,2.2
435,1941-03-11,1.8,1,0.0,0,8.0,6.9,1007.2,3.3,88.0,7.6,2.0,2.3
436,1941-03-12,0.0,0,10.7,0,1.3,4.9,1012.2,4.1,62.0,8.4,0.5,-0.2
437,1941-03-13,0.0,0,10.1,0,3.7,4.4,1010.2,5.3,53.0,9.2,-0.2,-1.6
438,1941-03-14,0.0,0,10.0,0,2.3,5.5,1012.7,6.8,60.0,12.3,0.4,-2.3
439,1941-03-15,0.0,0,9.6,0,4.0,6.3,1016.3,7.9,61.0,14.4,1.4,-1.6
440,1941-03-16,0.0,0,10.1,0,3.7,7.1,1013.9,7.0,73.0,13.9,2.6,-1.2
441,1941-03-17,0.0,0,3.8,0,4.7,6.1,1016.7,4.1,73.0,7.0,2.8,2.2
442,1941-03-18,0.0,0,10.5,0,0.0,4.0,1018.6,2.8,57.0,6.9,-2.1,-3.7
443,1941-03-19,0.0,1,10.3,0,0.3,4.5,1018.2,3.1,63.0,8.6,-1.8,-4.5
444,1941-03-20,0.0,1,0.0,0,8.0,5.9,1015.9,2.8,80.0,3.9,-0.1,-1.5
445,1941-03-21,2.0,1,1.1,0,8.0,7.3,1005.9,5.4,83.0,8.2,1.5,0.3
446,1941-03-22,3.0,1,0.8,0,7.0,6.1,1002.7,4.4,74.0,7.5,2.9,1.6
447,1941-03-23,0.0,1,1.4,0,5.3,5.5,998.2,3.4,70.0,5.4,2.1,1.7
448,1941-03-24,3.0,1,2.4,0,7.0,6.0,1006.4,3.5,78.0,6.0,0.2,-2.9
449,1941-03-25,12.3,1,0.0,0,8.0,7.5,1000.8,6.8,77.0,7.9,1.8,0.5
450,1941-03-26,18.5,1,0.0,0,8.0,6.5,997.5,2.1,93.0,7.8,0.5,0.3
451,1941-03-27,0.1,1,3.0,0,7.0,8.5,996.7,8.3,82.0,11.3,2.0,1.8
452,1941-03-28,2.8,1,0.0,0,7.0,9.9,987.2,9.6,83.0,10.9,7.2,4.6
453,1941-03-29,1.6,1,0.0,0,8.0,8.1,987.4,5.3,89.0,10.3,4.2,6.4
454,1941-03-30,0.0,1,0.0,0,8.0,5.6,994.2,1.9,80.0,4.2,1.0,0.7
455,1941-03-31,0.0,0,2.8,0,6.0,4.9,999.6,2.5,70.0,4.7,-1.3,-1.7
456,1941-04-01,0.0,0,6.2,0,2.7,5.9,991.6,3.9,73.0,8.6,1.8,1.0
457,1941-04-02,1.2,1,3.5,0,5.7,6.9,988.0,6.2,74.0,9.1,1.9,0.1
458,1941-04-03,0.0,1,4.8,0,4.3,7.7,991.8,9.4,66.0,12.6,6.1,4.2
459,1941-04-04,0.0,0,10.3,0,2.7,7.9,1000.0,10.8,62.0,13.4,7.3,4.7
460,1941-04-05,0.2,1,0.0,0,7.3,8.7,1001.6,9.5,72.0,11.4,7.8,5.5
461,1941-04-06,0.0,0,0.8,0,7.3,8.5,1004.0,6.6,88.0,8.8,4.3,2.3
462,1941-04-07,0.0,0,0.0,0,6.3,6.1,1009.4,4.3,76.0,6.8,2.3,1.8
463,1941-04-08,0.0,0,11.9,0,1.7,4.4,1015.4,4.4,57.0,8.8,-0.9,-1.9
464,1941-04-09,0.0,0,11.8,0,0.0,3.9,1014.8,4.6,52.0,8.9,-1.2,-3.7
465,1941-04-10,0.0,0,11.0,0,2.3,4.3,1016.2,4.2,56.0,10.0,-0.9,-3.7
466,1941-04-11,4.6,1,0.4,0,7.7,6.3,1013.1,6.0,70.0,7.8,2.5,1.5
467,1941-04-12,1.1,1,0.0,0,8.0,9.3,1007.5,7.6,91.0,8.6,4.7,3.7
468,1941-04-13,0.4,1,0.0,0,8.0,11.1,1006.2,11.6,83.0,12.8,7.3,6.8
469,1941-04-14,0.3,1,0.1,0,7.3,8.8,1001.0,10.3,71.0,12.4,8.0,7.2
470,1941-04-15,0.0,1,2.8,0,5.3,8.1,999.5,8.1,74.0,11.8,6.9,5.5
471,1941-04-16,0.0,0,8.4,0,3.7,6.9,1002.7,8.8,64.0,11.8,4.8,3.7
472,1941-04-17,0.0,0,12.8,0,2.0,6.1,1000.0,10.4,53.0,15.0,3.8,0.4
473,1941-04-18,0.6,1,10.5,0,2.3,6.5,994.8,12.6,47.0,16.6,6.7,4.4
474,1941-04-19,2.0,1,7.3,0,4.3,6.4,997.5,10.4,54.0,13.8,6.0,4.6
475,1941-04-20,1.3,1,3.5,0,6.0,8.8,1000.3,10.2,71.0,13.7,7.5,5.7
476,1941-04-21,2.1,1,4.9,0,5.0,8.7,1004.0,10.1,70.0,14.4,7.1,4.1
477,1941-04-22,0.1,1,1.9,0,5.7,7.3,1008.6,6.6,76.0,10.0,4.4,4.1
478,1941-04-23,0.0,0,1.7,0,7.0,6.8,1007.2,4.8,78.0,7.0,3.8,2.9
479,1941-04-24,0.0,0,10.4,0,3.3,5.1,1007.2,5.0,61.0,8.3,0.7,-0.3
480,1941-04-25,0.0,0,11.0,0,1.3,5.9,998.3,7.0,61.0,11.3,1.1,-0.1
481,1941-04-26,0.0,0,7.9,0,4.3,5.6,995.1,6.0,63.0,9.7,1.0,-0.3
482,1941-04-27,0.0,0,0.0,0,7.0,6.1,994.4,5.1,70.0,6.8,2.8,2.4
483,1941-04-28,0.0,0,0.2,0,7.7,7.2,997.2,7.7,70.0,10.1,4.3,3.3
484,1941-04-29,0.0,0,1.9,0,7.3,7.9,1004.3,9.6,68.0,13.1,5.8,4.1
485,1941-04-30,7.7,1,8.0,0,3.7,10.0,1000.0,11.8,75.0,18.8,4.1,1.7
486,1941-05-01,0.8,1,2.3,0,6.3,11.2,996.0,12.4,78.0,14.8,9.8,8.6
487,1941-05-02,0.0,0,6.8,0,2.7,7.7,1003.9,8.8,66.0,13.0,7.2,6.5
488,1941-05-03,0.0,0,8.9,0,3.7,4.0,1011.4,5.2,49.0,7.8,-0.7,-2.0
489,1941-05-04,0.0,0,1.1,0,5.3,6.5,1009.8,6.3,72.0,9.6,1.1,-0.9
490,1941-05-05,0.0,1,0.0,0,7.3,6.5,1007.1,6.5,68.0,7.8,4.0,2.6
491,1941-05-06,0.0,0,0.3,0,5.3,6.7,1004.2,7.2,67.0,9.6,4.0,3.1
492,1941-05-07,0.0,0,3.3,0,4.0,6.3,1003.6,6.1,67.0,10.0,3.0,-0.5
493,1941-05-08,0.0,0,9.2,0,3.0,4.4,1009.8,5.8,51.0,9.6,-0.3,-3.7
494,1941-05-09,0.0,0,10.2,0,2.0,4.7,1006.7,8.0,47.0,12.3,1.1,-2.1
495,1941-05-10,0.0,0,10.8,0,2.7,5.3,1004.8,8.4,50.0,12.8,3.3,1.3
496,1941-05-11,0.0,0,9.9,0,1.3,4.5,1010.7,7.8,46.0,11.3,1.8,0.1
497,1941-05-12,0.0,0,4.9,0,2.7,4.7,1013.4,8.7,45.0,12.4,2.9,0.7
498,1941-05-13,0.0,0,13.7,0,0.0,6.5,1010.3,12.7,47.0,17.4,4.8,0.1
499,1941-05-14,0.6,1,0.0,0,7.7,9.1,1005.2,11.0,68.0,13.7,10.1,8.3
500,1941-05-15,0.6,1,0.5,0,6.0,6.0,1001.9,6.0,66.0,10.7,3.3,2.5
501,1941-05-16,0.0,1,9.6,0,3.0,5.2,1004.3,7.7,55.0,11.6,1.3,-0.5
502,1941-05-17,0.0,0,13.3,0,0.7,6.1,1001.1,12.0,45.0,16.9,5.5,1.9
503,1941-05-18,2.0,1,4.4,0,4.0,9.7,991.1,15.7,56.0,19.7,5.4,3.5
504,1941-05-19,0.4,1,1.6,0,7.0,10.9,991.0,14.0,70.0,17.0,9.9,11.1
505,1941-05-20,0.0,0,2.6,0,7.0,10.1,1000.2,14.7,64.0,17.2,8.6,5.3
506,1941-05-21,0.0,0,4.7,0,6.3,11.3,1006.7,14.0,73.0,17.3,10.1,9.1
507,1941-05-22,0.0,1,0.2,0,6.7,11.7,1003.8,13.7,75.0,16.0,10.8,7.9
508,1941-05-23,0.4,1,0.1,0,6.3,11.9,994.0,12.8,78.0,16.0,11.3,10.8
509,1941-05-24,0.0,0,3.0,0,6.7,9.3,999.2,12.9,64.0,15.8,9.7,8.6
