,MESS_DATUM,FX,FM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK
219,1901-03-08,-999.0,-999.0,0.0,0,7.4,130,3.7,2.3,690.1,-10.6,83.0,-6.5,-15.8
220,1901-03-09,-999.0,-999.0,0.2,7,7.1,130,2.0,2.9,699.4,-7.4,85.0,-5.1,-10.9
221,1901-03-10,-999.0,-999.0,26.3,7,0.1,120,6.3,3.2,700.1,-4.8,75.0,-3.5,-7.9
222,1901-03-11,-999.0,-999.0,8.1,7,2.4,140,7.7,3.7,693.9,-4.6,87.0,-3.2,-5.9
223,1901-03-12,-999.0,-999.0,3.1,7,0.1,150,7.7,2.8,696.6,-6.6,70.0,-2.2,-9.8
224,1901-03-13,-999.0,-999.0,0.0,0,11.4,150,1.7,2.0,699.7,-9.3,69.0,-8.0,-12.1
225,1901-03-14,-999.0,-999.0,0.0,0,10.2,140,1.7,2.4,700.3,-7.8,69.0,-5.0,-11.6
226,1901-03-15,-999.0,-999.0,0.6,7,0.4,140,5.3,2.4,701.3,-6.7,65.0,-6.0,-10.4
227,1901-03-16,-999.0,-999.0,0.0,0,2.5,140,5.7,2.5,702.5,-6.9,72.0,-4.8,-9.9
228,1901-03-17,-999.0,-999.0,0.1,7,2.1,140,5.0,2.7,700.5,-5.8,68.0,-3.1,-9.6
229,1901-03-18,-999.0,-999.0,0.1,7,5.1,130,4.7,2.7,692.3,-5.9,69.0,-3.4,-8.1
230,1901-03-19,-999.0,-999.0,0.1,7,1.5,130,4.0,3.2,687.4,-7.0,88.0,-5.2,-9.0
231,1901-03-20,-999.0,-999.0,35.5,7,1.1,130,8.0,3.9,685.0,-5.0,92.0,-4.4,-7.2
232,1901-03-21,-999.0,-999.0,6.2,7,0.0,170,8.0,1.9,685.4,-13.3,83.0,-4.3,-14.4
233,1901-03-22,-999.0,-999.0,1.6,7,0.0,180,7.7,1.3,692.3,-17.3,79.0,-12.3,-19.4
234,1901-03-23,-999.0,-999.0,5.5,7,0.0,180,7.3,0.9,696.3,-20.1,77.0,-17.2,-21.4
235,1901-03-24,-999.0,-999.0,0.0,0,6.4,190,3.7,1.5,694.9,-14.8,75.0,-12.2,-22.2
236,1901-03-25,-999.0,-999.0,2.0,7,12.3,190,2.3,1.9,692.2,-11.9,72.0,-9.2,-13.6
237,1901-03-26,-999.0,-999.0,7.4,7,0.0,190,7.0,1.7,688.9,-13.8,75.0,-6.7,-16.5
238,1901-03-27,-999.0,-999.0,1.6,7,3.0,200,6.0,1.1,687.1,-19.1,75.0,-16.4,-20.2
239,1901-03-28,-999.0,-999.0,3.5,7,3.3,200,5.7,0.9,685.8,-20.9,75.0,-13.6,-22.5
240,1901-03-29,-999.0,-999.0,0.7,7,0.5,200,6.0,0.9,691.8,-21.0,78.0,-18.1,-23.6
241,1901-03-30,-999.0,-999.0,0.0,0,12.3,190,1.0,1.3,698.6,-12.8,58.0,-10.4,-20.8
242,1901-03-31,-999.0,-999.0,0.0,0,0.5,180,6.7,2.3,702.2,-6.7,62.0,-5.1,-10.9
243,1901-04-01,-999.0,-999.0,0.2,7,4.4,170,4.0,2.9,704.6,-5.1,67.0,-3.2,-6.1
244,1901-04-02,-999.0,-999.0,0.0,0,4.2,170,4.0,3.1,711.1,-5.5,75.0,-3.9,-6.4
245,1901-04-03,-999.0,-999.0,0.0,0,8.1,160,3.0,2.8,714.2,-3.7,61.0,-2.7,-6.6
246,1901-04-04,-999.0,-999.0,7.6,7,0.5,150,7.0,3.9,711.1,-2.2,74.0,-1.0,-4.5
247,1901-04-05,-999.0,-999.0,23.4,7,0.0,160,8.0,4.3,706.7,-4.0,94.0,-3.0,-5.5
248,1901-04-06,-999.0,-999.0,3.8,7,1.1,190,8.0,3.9,708.6,-4.8,91.0,-3.6,-7.3
249,1901-04-07,-999.0,-999.0,6.9,7,0.0,190,6.0,4.7,707.5,-3.2,95.0,-1.9,-4.6
250,1901-04-08,-999.0,-999.0,0.1,7,2.4,200,5.3,4.9,709.7,-1.7,91.0,-0.6,-4.2
251,1901-04-09,-999.0,-999.0,0.2,7,5.0,180,4.3,4.0,707.7,-1.4,71.0,-0.2,-2.5
252,1901-04-10,-999.0,-999.0,9.9,7,2.5,160,6.0,3.1,700.5,-7.2,79.0,-2.0,-10.6
253,1901-04-11,-999.0,-999.0,0.0,0,5.0,170,2.3,2.4,700.9,-8.7,78.0,-7.6,-11.7
254,1901-04-12,-999.0,-999.0,30.9,7,5.3,150,5.7,2.7,696.9,-8.1,76.0,-5.9,-9.4
255,1901-04-13,-999.0,-999.0,26.9,7,0.0,200,8.0,2.0,696.5,-13.5,91.0,-9.4,-14.8
256,1901-04-14,-999.0,-999.0,2.4,7,0.0,230,8.0,2.7,697.4,-9.6,93.0,-8.0,-15.3
257,1901-04-15,-999.0,-999.0,4.2,7,5.3,230,3.0,2.9,696.9,-7.7,87.0,-6.7,-9.3
258,1901-04-16,-999.0,-999.0,4.3,7,3.3,220,4.3,2.1,693.5,-12.8,88.0,-7.1,-13.8
259,1901-04-17,-999.0,-999.0,14.1,7,0.0,220,8.0,1.7,698.1,-14.4,84.0,-13.0,-15.0
260,1901-04-18,-999.0,-999.0,4.2,7,1.4,240,5.0,1.5,705.5,-16.0,86.0,-14.0,-16.4
261,1901-04-19,-999.0,-999.0,0.0,0,14.0,230,0.0,1.1,708.5,-11.6,43.0,-10.4,-16.3
262,1901-04-20,-999.0,-999.0,0.0,0,7.1,210,2.3,2.9,709.7,-7.2,83.0,-5.7,-11.0
263,1901-04-21,-999.0,-999.0,0.0,0,14.1,190,0.0,2.1,710.1,-4.4,49.0,-3.8,-8.3
264,1901-04-22,-999.0,-999.0,0.2,1,14.1,180,0.0,3.3,708.7,-2.6,66.0,-0.3,-5.0
265,1901-04-23,-999.0,-999.0,0.0,0,9.4,170,2.0,2.5,706.9,-5.2,57.0,-2.2,-6.3
266,1901-04-24,-999.0,-999.0,0.0,0,9.1,170,3.0,3.2,705.4,-3.3,67.0,-2.3,-6.5
267,1901-04-25,-999.0,-999.0,0.2,1,6.1,160,2.7,3.5,702.2,-5.2,79.0,-3.0,-7.0
268,1901-04-26,-999.0,-999.0,1.8,7,0.2,160,7.3,3.1,697.3,-6.4,82.0,-5.2,-8.2
269,1901-04-27,-999.0,-999.0,0.2,7,3.5,160,3.7,3.2,702.9,-5.1,77.0,-3.0,-6.5
270,1901-04-28,-999.0,-999.0,0.6,7,1.4,160,7.3,3.2,704.3,-6.3,80.0,-4.2,-7.3
271,1901-04-29,-999.0,-999.0,1.6,7,2.1,160,6.3,2.5,703.9,-8.0,76.0,-6.2,-8.7
272,1901-04-30,-999.0,-999.0,13.8,7,1.1,160,7.3,2.3,703.4,-10.2,82.0,-8.2,-11.1
273,1901-05-01,-999.0,-999.0,8.4,7,0.0,180,8.0,2.8,705.7,-9.3,91.0,-8.3,-11.2
274,1901-05-02,-999.0,-999.0,0.5,7,4.1,190,6.0,3.2,707.3,-6.8,88.0,-5.6,-9.0
275,1901-05-03,-999.0,-999.0,1.8,7,0.0,190,7.7,3.3,708.6,-7.5,96.0,-6.0,-8.0
276,1901-05-04,-999.0,-999.0,5.9,7,0.0,190,8.0,3.1,708.7,-8.2,96.0,-7.1,-9.4
277,1901-05-05,-999.0,-999.0,0.0,0,12.3,190,1.7,3.5,705.4,-6.3,89.0,-3.9,-9.3
278,1901-05-06,-999.0,-999.0,0.4,7,4.3,170,4.7,2.9,699.7,-5.7,74.0,-4.2,-6.7
279,1901-05-07,-999.0,-999.0,6.6,7,0.0,170,7.3,3.1,694.7,-7.1,83.0,-6.0,-7.6
280,1901-05-08,-999.0,-999.0,10.1,7,3.0,180,3.7,2.4,697.1,-10.2,82.0,-6.1,-11.7
281,1901-05-09,-999.0,-999.0,2.9,7,2.5,190,4.0,2.4,704.2,-9.2,83.0,-7.8,-11.6
282,1901-05-10,-999.0,-999.0,19.2,7,2.3,180,7.3,3.1,706.2,-6.5,83.0,-5.3,-9.3
283,1901-05-11,-999.0,-999.0,7.3,7,0.0,200,8.0,3.7,707.0,-5.0,89.0,-4.3,-7.7
284,1901-05-12,-999.0,-999.0,0.2,1,5.2,200,3.3,4.5,711.1,-3.3,95.0,-2.1,-4.4
285,1901-05-13,-999.0,-999.0,1.4,7,10.0,190,1.0,3.5,712.6,-2.9,68.0,-1.2,-4.1
286,1901-05-14,-999.0,-999.0,0.4,7,9.4,170,1.3,3.6,712.5,-4.2,79.0,-2.4,-4.9
287,1901-05-15,-999.0,-999.0,0.5,7,0.2,160,5.0,3.5,710.1,-5.6,87.0,-3.9,-6.0
288,1901-05-16,-999.0,-999.0,24.5,7,0.0,160,7.3,3.5,705.3,-5.7,87.0,-4.9,-6.2
289,1901-05-17,-999.0,-999.0,0.4,7,4.4,190,4.7,2.9,705.3,-6.6,79.0,-4.0,-8.6
290,1901-05-18,-999.0,-999.0,2.3,7,6.0,180,5.0,3.7,707.5,-4.0,80.0,-3.0,-7.1
291,1901-05-19,-999.0,-999.0,0.9,7,9.2,180,4.7,4.3,710.3,-3.1,87.0,-1.3,-5.3
292,1901-05-20,-999.0,-999.0,0.0,0,6.4,160,3.7,3.7,713.3,-3.9,83.0,-0.7,-5.6
293,1901-05-21,-999.0,-999.0,0.0,0,12.0,150,1.3,4.0,715.4,-2.1,75.0,-0.3,-4.1
294,1901-05-22,-999.0,-999.0,0.0,0,8.0,150,2.0,4.0,713.7,-1.7,72.0,-0.3,-2.6
295,1901-05-23,-999.0,-999.0,1.3,7,5.2,150,3.7,3.7,711.7,-3.4,76.0,-1.9,-4.1
296,1901-05-24,-999.0,-999.0,0.1,7,5.4,140,4.3,4.4,711.7,-2.2,85.0,-1.3,-4.4
297,1901-05-25,-999.0,-999.0,0.5,7,4.5,140,6.0,4.0,709.8,-1.5,74.0,-0.2,-2.8
298,1901-05-26,-999.0,-999.0,0.6,7,1.0,140,5.3,4.8,708.3,-0.9,84.0,0.0,-1.9
299,1901-05-27,-999.0,-999.0,1.9,7,1.0,140,8.0,5.3,710.3,-0.5,90.0,0.9,-1.5
300,1901-05-28,-999.0,-999.0,2.4,7,6.2,140,4.3,5.3,712.1,0.5,85.0,2.0,-1.6
301,1901-05-29,-999.0,-999.0,1.4,1,5.0,140,5.0,5.2,711.7,1.2,78.0,2.1,-0.5
302,1901-05-30,-999.0,-999.0,2.4,1,6.3,140,3.7,5.6,712.2,1.6,82.0,4.1,0.5
303,1901-05-31,-999.0,-999.0,0.0,0,6.1,130,3.0,5.9,715.8,4.0,75.0,5.4,1.0
304,1901-06-01,-999.0,-999.0,0.0,0,9.3,130,3.7,6.9,717.9,5.8,75.0,6.8,4.3
305,1901-06-02,-999.0,-999.0,5.6,1,5.3,120,5.7,7.5,717.0,4.4,87.0,6.9,2.9
306,1901-06-03,-999.0,-999.0,1.6,8,0.0,120,8.0,6.8,715.1,2.8,91.0,3.8,2.4
307,1901-06-04,-999.0,-999.0,8.9,7,1.0,110,5.3,5.9,714.7,0.3,91.0,2.4,-1.1
308,1901-06-05,-999.0,-999.0,0.0,0,1.5,110,5.0,5.5,715.5,-0.4,93.0,1.4,-1.9
309,1901-06-06,-999.0,-999.0,0.0,0,9.5,100,5.3,4.0,715.0,1.8,58.0,3.2,-1.7
310,1901-06-07,-999.0,-999.0,0.1,7,9.5,90,3.3,4.0,713.9,1.8,59.0,3.1,-0.8
311,1901-06-08,-999.0,-999.0,0.2,8,6.4,80,4.0,6.1,713.0,2.4,84.0,4.2,0.9
312,1901-06-09,-999.0,-999.0,27.4,8,0.0,70,7.3,6.1,711.9,1.3,90.0,2.5,1.0
313,1901-06-10,-999.0,-999.0,12.1,1,0.1,70,8.0,6.0,711.1,0.0,98.0,1.3,-0.4
314,1901-06-11,-999.0,-999.0,3.9,1,0.1,70,8.0,6.3,712.3,0.8,97.0,2.3,-2.3
315,1901-06-12,-999.0,-999.0,0.0,0,6.0,60,4.0,5.9,709.0,0.8,92.0,2.6,-1.0
316,1901-06-13,-999.0,-999.0,4.7,8,1.4,60,6.0,5.1,702.9,-0.6,84.0,2.1,-2.8
317,1901-06-14,-999.0,-999.0,4.6,8,1.0,60,7.7,5.7,705.0,1.0,88.0,1.9,-2.8
318,1901-06-15,-999.0,-999.0,21.5,7,0.0,50,8.0,5.7,704.9,-0.4,96.0,1.5,-1.2
319,1901-06-16,-999.0,-999.0,16.6,7,0.0,70,8.0,3.2,705.5,-7.3,90.0,-0.8,-8.0
320,1901-06-17,-999.0,-999.0,12.3,7,0.0,90,8.0,3.5,706.6,-6.6,92.0,-5.0,-9.4
321,1901-06-18,-999.0,-999.0,35.8,7,0.0,100,8.0,3.1,703.4,-7.4,86.0,-5.2,-7.7
322,1901-06-19,-999.0,-999.0,17.1,7,0.0,140,8.0,3.1,707.0,-6.9,87.0,-5.6,-9.8
323,1901-06-20,-999.0,-999.0,4.6,7,0.0,160,7.0,4.3,714.7,-3.4,90.0,-1.9,-5.6
324,1901-06-21,-999.0,-999.0,0.0,0,3.3,150,4.7,3.9,715.1,-2.5,77.0,-0.8,-3.8
325,1901-06-22,-999.0,-999.0,0.0,0,16.0,120,1.0,4.4,715.1,2.0,62.0,4.8,-2.6
326,1901-06-23,-999.0,-999.0,0.0,0,7.4,90,5.3,5.5,715.0,2.7,73.0,3.8,0.7
327,1901-06-24,-999.0,-999.0,15.5,8,2.1,70,6.0,6.4,716.1,2.5,86.0,4.9,1.2
328,1901-06-25,-999.0,-999.0,0.9,8,1.0,60,7.3,6.0,717.7,0.3,95.0,2.7,-1.1
329,1901-06-26,-999.0,-999.0,0.5,7,6.4,50,4.0,5.7,717.1,0.2,91.0,3.6,-1.6
330,1901-06-27,-999.0,-999.0,0.0,0,11.4,50,2.0,4.7,716.2,1.0,73.0,2.5,-1.9
331,1901-06-28,-999.0,-999.0,1.3,1,10.3,40,2.3,4.7,717.7,3.6,60.0,4.9,-0.3
332,1901-06-29,-999.0,-999.0,2.7,1,0.0,40,8.0,7.2,718.3,3.2,94.0,4.4,2.0
333,1901-06-30,-999.0,-999.0,0.9,8,3.3,30,7.0,6.7,717.8,6.0,73.0,7.4,1.8
334,1901-07-01,-999.0,-999.0,9.4,8,2.1,30,7.3,6.3,710.5,1.3,90.0,7.0,-0.6
335,1901-07-02,-999.0,-999.0,15.4,8,2.2,20,6.3,6.4,707.3,2.0,93.0,3.5,-1.2
336,1901-07-03,-999.0,-999.0,1.1,8,1.0,30,7.0,5.6,704.7,0.2,89.0,3.2,-2.5
337,1901-07-04,-999.0,-999.0,9.8,7,0.0,30,8.0,5.5,707.4,-0.8,95.0,-0.5,-1.4
338,1901-07-05,-999.0,-999.0,16.9,7,0.0,30,8.0,5.1,712.6,-1.8,94.0,-0.5,-2.3
339,1901-07-06,-999.0,-999.0,7.4,7,0.2,40,7.7,5.2,713.1,-1.4,94.0,-0.8,-2.9
340,1901-07-07,-999.0,-999.0,2.9,7,0.0,40,8.0,5.6,715.1,-0.4,94.0,0.1,-1.6
341,1901-07-08,-999.0,-999.0,0.1,7,7.0,30,2.7,5.2,716.2,0.6,82.0,1.9,-0.9
342,1901-07-09,-999.0,-999.0,0.2,1,7.0,20,5.3,5.7,715.3,2.4,78.0,3.9,-0.6
343,1901-07-10,-999.0,-999.0,5.3,1,0.4,20,6.7,6.5,713.1,1.6,94.0,2.9,0.8
344,1901-07-11,-999.0,-999.0,2.1,8,3.2,10,5.7,5.6,713.1,-0.1,93.0,0.8,-1.5
345,1901-07-12,-999.0,-999.0,0.2,7,2.0,10,4.3,5.9,715.0,0.8,90.0,2.6,-1.3
346,1901-07-13,-999.0,-999.0,0.1,8,8.2,-999,2.7,6.0,715.4,3.6,75.0,5.7,0.4
347,1901-07-14,-999.0,-999.0,4.1,8,2.4,-999,7.0,6.7,714.6,3.1,86.0,6.5,2.0
348,1901-07-15,-999.0,-999.0,6.9,8,0.0,-999,8.0,6.8,715.5,2.0,97.0,3.4,1.0
349,1901-07-16,-999.0,-999.0,0.1,7,0.4,-999,7.0,6.0,717.9,0.4,97.0,1.8,-0.5
350,1901-07-17,-999.0,-999.0,0.1,7,12.2,-999,1.0,4.7,720.7,3.2,59.0,6.6,-1.1
351,1901-07-18,-999.0,-999.0,0.2,7,9.2,-999,1.7,4.4,718.9,3.1,57.0,5.2,2.2
352,1901-07-19,-999.0,-999.0,2.9,8,3.1,-999,6.0,6.3,715.8,2.7,85.0,4.4,0.9
353,1901-07-20,-999.0,-999.0,5.4,8,0.3,-999,7.3,6.9,713.8,2.0,97.0,4.9,1.2
354,1901-07-21,-999.0,-999.0,0.4,1,5.4,-999,5.0,6.3,714.5,2.6,85.0,4.4,0.8
355,1901-07-22,-999.0,-999.0,6.9,8,4.1,-999,5.7,7.5,713.9,3.6,93.0,5.4,2.0
356,1901-07-23,-999.0,-999.0,14.8,7,1.2,-999,7.3,6.5,708.7,1.0,95.0,3.0,-0.5
357,1901-07-24,-999.0,-999.0,0.0,0,2.0,4,6.0,5.7,707.1,-0.2,97.0,2.6,-2.6
358,1901-07-25,-999.0,-999.0,5.8,8,0.5,-999,7.7,6.8,709.8,1.9,98.0,4.1,0.1
359,1901-07-26,-999.0,-999.0,5.4,8,0.0,1,8.0,6.0,709.5,-0.3,98.0,2.2,-1.0
360,1901-07-27,-999.0,-999.0,1.2,8,4.1,1,5.7,6.0,710.5,1.5,91.0,4.4,-2.1
361,1901-07-28,-999.0,-999.0,0.2,1,6.1,-999,4.7,7.1,713.5,4.2,86.0,5.6,2.0
362,1901-07-29,-999.0,-999.0,1.5,1,2.1,-999,7.0,6.0,716.6,4.0,73.0,7.3,3.1
363,1901-07-30,-999.0,-999.0,0.6,1,1.5,-999,7.7,7.9,718.9,4.1,98.0,5.5,2.5
364,1901-07-31,-999.0,-999.0,0.3,1,2.5,-999,6.0,8.3,715.7,5.3,93.0,6.5,3.6
365,1901-08-01,-999.0,-999.0,4.2,8,1.1,-999,7.3,7.3,711.3,3.2,94.0,4.8,2.3
366,1901-08-02,-999.0,-999.0,37.2,8,0.0,-999,8.0,6.8,709.9,1.9,100.0,2.6,0.2
367,1901-08-03,-999.0,-999.0,2.2,8,0.3,-999,8.0,6.0,715.9,0.0,98.0,2.6,-0.7
368,1901-08-04,-999.0,-999.0,0.0,0,14.3,-999,0.3,4.9,715.1,4.2,58.0,9.4,-1.3
369,1901-08-05,-999.0,-999.0,3.8,8,6.4,-999,5.7,6.5,713.7,2.6,87.0,7.1,0.8
370,1901-08-06,-999.0,-999.0,10.9,7,0.0,-999,8.0,6.3,709.8,0.3,100.0,2.0,-0.2
371,1901-08-07,-999.0,-999.0,17.2,7,0.0,2,8.0,5.5,709.8,-1.6,100.0,-0.2,-2.6
372,1901-08-08,-999.0,-999.0,0.0,0,0.0,6,5.3,6.1,715.9,0.4,100.0,2.3,-2.1
373,1901-08-09,-999.0,-999.0,0.0,0,14.3,1,0.0,6.9,718.5,6.4,76.0,11.4,0.1
374,1901-08-10,-999.0,-999.0,4.4,8,9.3,-999,3.0,6.4,717.5,7.4,62.0,8.3,5.8
375,1901-08-11,-999.0,-999.0,11.8,8,3.0,-999,6.7,8.1,716.1,5.2,90.0,7.4,3.6
376,1901-08-12,-999.0,-999.0,26.0,1,2.0,-999,8.0,6.9,713.7,1.6,99.0,4.0,0.4
377,1901-08-13,-999.0,-999.0,2.2,1,0.0,-999,8.0,6.7,713.7,1.1,100.0,1.9,0.4
378,1901-08-14,-999.0,-999.0,0.0,0,1.0,-999,5.3,6.5,714.6,2.7,89.0,3.7,0.8
379,1901-08-15,-999.0,-999.0,20.0,8,1.3,-999,7.3,6.0,711.8,1.3,88.0,3.5,-0.2
380,1901-08-16,-999.0,-999.0,17.1,8,0.0,3,8.0,5.2,712.2,-1.8,99.0,-0.2,-4.2
381,1901-08-17,-999.0,-999.0,0.7,8,0.0,10,5.3,5.9,716.6,-0.1,98.0,0.9,-1.4
382,1901-08-18,-999.0,-999.0,0.0,0,14.3,5,0.7,6.7,718.3,3.8,83.0,5.4,0.3
383,1901-08-19,-999.0,-999.0,1.1,8,5.1,-999,4.3,8.4,719.3,5.5,94.0,7.7,3.5
384,1901-08-20,-999.0,-999.0,2.7,1,3.1,-999,7.3,7.9,718.7,3.6,97.0,6.3,2.6
385,1901-08-21,-999.0,-999.0,0.0,0,10.2,-999,6.3,5.3,717.7,1.6,77.0,4.4,0.3
386,1901-08-22,-999.0,-999.0,0.0,0,13.0,-999,1.0,3.2,718.1,2.4,45.0,5.6,0.4
387,1901-08-23,-999.0,-999.0,0.1,1,13.5,-999,0.0,5.1,718.9,4.2,60.0,7.0,2.0
388,1901-08-24,-999.0,-999.0,0.1,1,0.1,-999,8.0,8.3,717.3,4.1,100.0,5.4,2.1
389,1901-08-25,-999.0,-999.0,1.0,1,7.2,-999,6.0,8.5,714.2,5.7,94.0,8.8,3.2
390,1901-08-26,-999.0,-999.0,34.3,8,0.0,-999,8.0,6.7,706.1,1.4,96.0,5.8,0.0
391,1901-08-27,-999.0,-999.0,0.0,0,2.0,5,7.7,4.0,706.7,-5.5,95.0,0.0,-5.9
392,1901-08-28,-999.0,-999.0,22.0,7,3.2,2,5.7,4.5,707.1,-3.5,93.0,-1.1,-5.5
393,1901-08-29,-999.0,-999.0,1.6,7,0.0,6,8.0,4.0,709.9,-5.3,97.0,-4.0,-7.7
394,1901-08-30,-999.0,-999.0,0.0,0,13.5,5,1.0,4.5,715.1,-2.4,89.0,-1.0,-5.6
395,1901-08-31,-999.0,-999.0,0.1,7,11.0,1,2.3,6.1,715.5,1.5,91.0,4.5,-2.0
396,1901-09-01,-999.0,-999.0,5.6,1,0.0,-999,8.0,6.8,712.5,1.8,99.0,2.2,1.2
397,1901-09-02,-999.0,-999.0,0.7,8,0.0,-999,8.0,6.7,711.7,1.3,100.0,3.0,0.8
398,1901-09-03,-999.0,-999.0,3.6,8,5.1,-999,7.7,6.8,711.0,2.1,95.0,5.0,1.0
399,1901-09-04,-999.0,-999.0,4.9,8,2.2,-999,6.0,6.8,705.5,1.8,93.0,5.3,0.0
400,1901-09-05,-999.0,-999.0,5.0,7,0.2,-999,4.7,5.5,703.1,-1.7,99.0,0.0,-2.6
401,1901-09-06,-999.0,-999.0,3.2,7,4.1,-999,6.0,5.2,706.6,-0.8,92.0,0.1,-4.9
402,1901-09-07,-999.0,-999.0,3.1,8,0.3,-999,5.3,6.5,711.8,1.0,99.0,3.0,0.0
403,1901-09-08,-999.0,-999.0,0.2,8,1.5,-999,7.7,7.2,715.3,2.3,100.0,6.1,0.5
404,1901-09-09,-999.0,-999.0,1.6,1,3.0,-999,5.3,8.0,715.7,4.3,97.0,5.6,1.1
405,1901-09-10,-999.0,-999.0,2.1,1,0.0,-999,8.0,7.5,713.4,2.8,100.0,4.7,2.2
406,1901-09-11,-999.0,-999.0,6.0,8,0.0,-999,8.0,6.8,710.3,1.4,100.0,3.1,0.4
407,1901-09-12,-999.0,-999.0,1.2,7,0.0,4,8.0,6.3,704.1,0.7,96.0,3.4,-0.1
408,1901-09-13,-999.0,-999.0,11.3,7,0.4,7,7.7,6.0,701.0,-0.6,99.0,3.6,-2.0
409,1901-09-14,-999.0,-999.0,5.1,7,0.2,8,8.0,4.8,698.7,-3.3,97.0,-0.8,-4.4
410,1901-09-15,-999.0,-999.0,5.3,7,0.4,5,7.7,4.5,701.8,-2.4,89.0,-1.0,-4.5
411,1901-09-16,-999.0,-999.0,2.3,7,0.1,6,5.7,4.0,705.3,-4.6,92.0,-2.0,-5.2
412,1901-09-17,-999.0,-999.0,1.3,8,9.0,6,3.3,4.4,708.5,-0.5,81.0,1.3,-5.4
413,1901-09-18,-999.0,-999.0,0.0,0,6.0,4,3.7,6.3,712.6,0.6,99.0,2.0,0.0
414,1901-09-19,-999.0,-999.0,0.0,0,11.3,1,0.0,4.9,713.5,1.7,74.0,3.2,-1.4
415,1901-09-20,-999.0,-999.0,0.0,0,11.2,-999,0.0,5.5,713.1,3.8,68.0,5.3,-0.1
416,1901-09-21,-999.0,-999.0,0.0,0,11.2,-999,1.0,6.0,709.0,5.6,66.0,7.4,4.6
417,1901-09-22,-999.0,-999.0,0.0,0,1.4,-999,5.0,5.9,706.7,3.2,76.0,6.1,2.8
418,1901-09-23,-999.0,-999.0,0.0,0,8.5,-999,3.0,6.1,710.5,4.5,74.0,6.2,2.7
419,1901-09-24,-999.0,-999.0,0.1,8,1.2,-999,5.0,6.0,710.5,4.1,72.0,5.7,3.1
420,1901-09-25,-999.0,-999.0,0.6,8,1.5,-999,7.3,7.3,708.5,2.6,98.0,5.3,1.1
421,1901-09-26,-999.0,-999.0,35.1,7,2.4,-999,7.7,6.4,711.1,1.4,94.0,3.3,0.8
422,1901-09-27,-999.0,-999.0,7.6,7,0.1,16,7.3,5.6,716.7,-0.6,95.0,0.9,-0.8
423,1901-09-28,-999.0,-999.0,0.0,0,10.3,10,0.0,3.9,719.3,1.5,56.0,3.0,-1.4
424,1901-09-29,-999.0,-999.0,0.0,0,11.0,5,0.0,4.4,719.3,0.4,70.0,2.4,-0.5
425,1901-09-30,-999.0,-999.0,0.0,0,5.4,2,2.0,5.3,719.1,0.0,88.0,2.1,-1.1
426,1901-10-01,-999.0,-999.0,0.0,0,8.2,1,2.7,5.2,716.7,1.2,80.0,2.2,-1.8
427,1901-10-02,-999.0,-999.0,0.6,1,3.5,-999,6.0,6.5,712.7,2.4,90.0,4.1,2.1
428,1901-10-03,-999.0,-999.0,0.2,1,3.4,-999,2.0,6.8,713.8,2.9,90.0,5.2,1.8
429,1901-10-04,-999.0,-999.0,7.0,7,0.1,-999,7.3,6.4,709.9,1.5,92.0,3.1,0.8
430,1901-10-05,-999.0,-999.0,0.0,0,1.0,6,6.7,4.7,706.9,-2.3,89.0,0.8,-4.1
431,1901-10-06,-999.0,-999.0,23.2,7,0.0,4,8.0,4.4,697.7,-1.3,82.0,-0.4,-3.8
432,1901-10-07,-999.0,-999.0,6.0,7,0.4,34,8.0,2.5,692.5,-12.0,100.0,-0.4,-13.1
433,1901-10-08,-999.0,-999.0,7.1,7,0.0,80,8.0,2.8,698.6,-10.4,100.0,-9.5,-13.2
434,1901-10-09,-999.0,-999.0,55.0,7,0.0,110,8.0,4.4,698.9,-5.5,100.0,-1.0,-9.5
435,1901-10-10,-999.0,-999.0,5.2,7,0.0,150,8.0,2.7,705.5,-10.4,97.0,-8.4,-10.6
436,1901-10-11,-999.0,-999.0,0.0,0,11.1,150,0.3,2.4,708.5,-9.1,78.0,-8.2,-10.8
437,1901-10-12,-999.0,-999.0,0.0,0,10.4,140,0.0,2.8,706.7,-7.2,79.0,-6.7,-8.5
438,1901-10-13,-999.0,-999.0,0.0,0,11.0,110,0.0,3.7,706.7,-4.5,80.0,0.5,-7.0
439,1901-10-14,-999.0,-999.0,0.0,0,11.0,100,0.0,2.5,706.3,-4.7,62.0,-1.5,-7.8
440,1901-10-15,-999.0,-999.0,0.0,0,6.1,70,2.3,3.1,705.4,-1.2,56.0,-0.1,-4.0
441,1901-10-16,-999.0,-999.0,3.0,7,0.0,50,6.0,4.8,704.6,-1.2,85.0,0.5,-1.9
442,1901-10-17,-999.0,-999.0,0.0,0,7.3,40,2.7,4.4,705.8,-0.8,73.0,0.8,-1.7
443,1901-10-18,-999.0,-999.0,0.0,0,1.1,35,6.3,4.5,705.5,0.2,75.0,2.0,-1.4
444,1901-10-19,-999.0,-999.0,0.0,0,6.0,25,6.7,5.6,707.7,0.2,94.0,0.7,-1.2
445,1901-10-20,-999.0,-999.0,0.0,0,2.2,20,3.3,4.9,706.5,-0.2,81.0,1.6,-1.0
446,1901-10-21,-999.0,-999.0,1.2,7,1.5,20,7.0,5.3,705.1,-1.4,95.0,0.0,-2.2
