campingsplatzname,left,right,geometry,Bundesland,Regierungsbezirk,Kreis,Typ,stations_id,distance_km
Simonhof Campingplatz,47.6272489,12.870496,POINT (1432737.0609768643 6045064.857665689),Bayern,Oberbayern,Berchtesgadener Land,Landkreise,5792,212.65
Reisemobilstellplatz Mobiler Alpengenuss,47.6479481,13.0396843,POINT (1451571.016381044 6048484.513457281),Bayern,Oberbayern,Berchtesgadener Land,Landkreise,5792,231.79
Camping & Pension Mühlleiten,47.5998199,12.9889248,POINT (1445920.4946881228 6040535.476413462),Bayern,Oberbayern,Berchtesgadener Land,Landkreise,5792,225.04
Camping Hirzberg,47.9921285,7.873871000000001,POINT (876515.3102919239 6105545.397648428),Baden-Württemberg,Freiburg,Freiburg,Kreisfreie Städte,1443,5.04
Camping Münstertal,47.8594552,7.7639038,POINT (864273.8175839616 6083504.956181478),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,26.72
Camping Belchenblick,47.87113,7.737609900000002,POINT (861346.7940249926 6085442.173920541),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,26.02
Weingut Noll,47.86020839999999,7.636569499999999,POINT (850099.0281474437 6083629.922664382),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,33.88
Terrassencamping Sandbank,47.8872528,8.140073899999999,POINT (906148.8815676165 6088118.172864262),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,39.34
Campingplatz Kreuzhof,47.86168379999999,8.2242892,POINT (915523.6858806192 6083874.717555349),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,49.56
Camping Bankenhof,47.8858755,8.130657400000002,POINT (905100.6415825618 6087889.541490957),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,38.58
Campingplatz Weiherhof,47.88976,8.13481,POINT (905562.9069000299 6088534.382895174),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,38.62
Camping Steingrubenhof,48.0231909,8.0325209,POINT (894176.1363743276 6110713.841857087),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,21.54
Dauercampingplatz Keller,47.8198466,8.192207399999997,POINT (911952.3562408873 6076935.8881105995),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,50.58
Naturcamp Schluchsee,47.8357478,8.1323314,POINT (905286.9904101496 6079572.492298976),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,43.8
Camping Kirchzarten KG,47.9588999,7.951095500000001,POINT (885111.9023086891 6100019.9643499),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,15.22
Camping Schluchsee,47.8217277,8.160899900000002,POINT (908467.2212828775 6077247.754280286),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,47.72
Campinggemeinschaft Hochschwarzwald,47.88590869999999,8.1307342,POINT (905109.1909194544 6087895.0526091615),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,38.58
Weiherhof,47.89189,8.133469999999999,POINT (905413.7387823667 6088887.991325388),Baden-Württemberg,Freiburg,Breisgau-Hochschwarzwald,Landkreise,1443,38.31
Rothaus Camping,47.7948386,8.2351181,POINT (916729.1535144706 6072790.903608141),Baden-Württemberg,Freiburg,Waldshut,Landkreise,1443,56.9
Hegau Camping GmbH,47.82391000000001,8.653820000000003,POINT (963338.8358166472 6077609.570333943),Baden-Württemberg,Freiburg,Konstanz,Landkreise,3927,72.62
Jugendzeltplatz VS,48.057409,8.425236,POINT (937892.981333157 6116410.966570233),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise,1443,65.61
Zum Wilden Michel,48.0244608,8.2269807,POINT (915823.3022900893 6110925.205602485),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise,1443,43.16
Campinggarten Leibertingen,48.0062034,9.0286223,POINT (1005061.6370007945 6107886.921664115),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise,3927,31.66
Camping & Ferienpark Orsingen,47.84186750000001,8.9378262,POINT (994954.2613827793 6080587.425161781),Baden-Württemberg,Freiburg,Konstanz,Landkreise,3927,41.45
Camping & mobile home park Paper Mill,47.842066,8.996069799999999,POINT (1001437.9092767462 6080620.347762752),Baden-Württemberg,Freiburg,Konstanz,Landkreise,3927,35.42
Campingplatz Stoffel,47.7156429,8.961732,POINT (997615.4428657851 6059677.651745069),Baden-Württemberg,Freiburg,Konstanz,Landkreise,3927,50.49
Zeltplatz für Radfahrer,47.98578039999999,8.807365200000001,POINT (980431.4092943983 6104489.526046678),Baden-Württemberg,Freiburg,Tuttlingen,Landkreise,3927,54.33
Luzia Reichle Camping Buhhof,47.8653887,9.3865266,POINT (1044903.3614295175 6084489.456547068),Baden-Württemberg,Tübingen,Ravensburg,Landkreise,3927,15.09
Biohof Bärbel und Jörg Endrass,47.65797,9.75941,POINT (1086412.551642782 6050140.689898833),Baden-Württemberg,Tübingen,Ravensburg,Landkreise,3927,68.94
Rupert Lehle,47.68,9.5531,POINT (1063446.2274972217 6053782.391510944),Baden-Württemberg,Tübingen,Bodensee,Landkreise,3927,50.56
Wohnmobilplatz Zielfinger Seen - HLS CS GmbH,48.03092529999999,9.282557399999998,POINT (1033329.5630273334 6112001.24580652),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise,3927,17.21
Seencamping Krauchenwies,48.01860689999999,9.2331111,POINT (1027825.2260897221 6109950.918479223),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise,3927,16.32
Allgäu-Hotel-Elbsee,47.8034706,10.5536446,POINT (1174826.3428851813 6074221.400494586),Bayern,Schwaben,Ostallgäu,Landkreise,5792,79.32
Park-Camping Iller,47.94932999999999,10.08582,POINT (1122748.3466326145 6098429.2882558),Baden-Württemberg,Tübingen,Ravensburg,Landkreise,3927,88.93
Camping Natural pond mud bath,47.7820579,10.0029959,POINT (1113528.4099952034 6070673.319601825),Baden-Württemberg,Tübingen,Ravensburg,Landkreise,3927,83.21
Camping Moorbad,47.77766090000001,10.0052545,POINT (1113779.836197109 6069944.918301793),Baden-Württemberg,Tübingen,Ravensburg,Landkreise,3927,83.67
Weiher Camping - Family Kebschull,47.8154259,9.9534674,POINT (1108014.9225954486 6076203.028024447),Baden-Württemberg,Tübingen,Ravensburg,Landkreise,3927,76.42
See Camping Günztal,48.2271133,10.2920275,POINT (1145703.2605303684 6144721.907847118),Bayern,Schwaben,Günzburg,Landkreise,3927,122.45
Camping Fuchshof,47.75134999999999,10.6255768,POINT (1182833.798760821 6065587.57539967),Bayern,Schwaben,Ostallgäu,Landkreise,5792,67.62
Fröhliche Aussicht,47.793515,10.2466133,POINT (1140647.7749115846 6072571.577346825),Bayern,Schwaben,Oberallgäu,Landkreise,5792,102.64
Campingplatz Elbsee,47.80324539999999,10.5541432,POINT (1174881.8467832908 6074184.077282764),Bayern,Schwaben,Ostallgäu,Landkreise,5792,79.26
Camping Jungholz,47.5763889,10.4325,POINT (1161340.5877008266 6036668.169647114),Bayern,Schwaben,Oberallgäu,Landkreise,5792,66.6
Campingplatz St.Alban,47.96561999999999,11.1046952,POINT (1236169.0150785092 6101137.132526166),Bayern,Oberbayern,Landsberg,Landkreise,5792,91.06
Campingplatz Utting am Ammersee,48.0282549,11.0965841,POINT (1235266.0915567358 6111556.731377278),Bayern,Oberbayern,Landsberg,Landkreise,5792,101.26
Campingplatz Pilsensee,48.029699,11.1990871,POINT (1246676.6733215188 6111797.113211436),Bayern,Oberbayern,Starnberg,Landkreise,5792,103.52
Campinplatz Aichalehof GmbH,47.697664,11.1616183,POINT (1242505.665584884 6056703.476013596),Bayern,Oberbayern,Garmisch-Partenkirchen,Landkreise,5792,49.7
Naturfreundehaus Saulgrub,47.66415199999999,11.020384,POINT (1226783.5352263392 6051162.459378705),Bayern,Oberbayern,Garmisch-Partenkirchen,Landkreise,5792,40.29
Jugendzeltplatz Rettenau,47.776652,10.7459484,POINT (1196233.5039787928 6069777.793929067),Bayern,Schwaben,Ostallgäu,Landkreise,5792,64.45
Campingplatz München-Obermenzing GmbH,48.1745593,11.4465097,POINT (1274219.6311642665 6135944.569898459),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte,5792,135.04
Campingplatz München Thalkirchen,48.0909305,11.5449689,POINT (1285180.0591721798 6121995.783967669),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte,5792,127.26
The Tent Munich,48.16778,11.50222,POINT (1280421.273392207 6134812.9763447605),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte,5792,136.5
Free Sports Community Amper Land e. V.,48.187882,11.2981458,POINT (1257703.8373641626 6138168.816831247),Bayern,Oberbayern,Fürstenfeldbruck,Landkreise,5792,131.8
Campingplatz Nord-West,48.19886999999999,11.49674,POINT (1279811.2425826602 6140003.7168450095),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte,5792,140.97
Camping Langwieder See,48.198703,11.410559,POINT (1270217.6175466047 6139975.826358893),Bayern,Oberbayern,Munich Städte,Kreisfreie Städte,5792,137.35
Camping Seeshaupt,47.8199505,11.3234466,POINT (1260520.309536825 6076953.113319474),Bayern,Oberbayern,Starnberg,Landkreise,5792,75.91
Jugendgästehaus BDP Wilde Rose e.V.,47.8523176,11.4711221,POINT (1276959.4709994672 6082320.817974076),Bayern,Oberbayern,Bad Tölz-Wolfratshausen,Landkreise,5792,89.49
Hofcafé KlosterGut Schlehdorf,47.6585699,11.3187146,POINT (1259993.545706391 6050239.836896971),Bayern,Oberbayern,Bad Tölz-Wolfratshausen,Landkreise,5792,54.0
Panorama Camping Harras,47.8403,12.37286,POINT (1377340.4748564628 6080327.448846175),Bayern,Oberbayern,Rosenheim,Landkreise,5792,169.33
Campingplatz und Ferienhaus Hofbauer,47.8389232,12.3510862,POINT (1374916.6265278282 6080099.107388761),Bayern,Oberbayern,Rosenheim,Landkreise,5792,167.03
Camping Stein am Simssee,47.88416669999999,12.2691667,POINT (1365797.3895017887 6087605.889670625),Bayern,Oberbayern,Rosenheim,Landkreise,5792,162.17
Camping Lambach,47.9280187,12.4507147,POINT (1386007.220416326 6094888.054748315),Bayern,Oberbayern,Traunstein,Landkreise,5792,183.45
Campingplatz Kupferschmiede am Chiemsee,47.9295403,12.4924981,POINT (1390658.5272279375 6095140.84598173),Bayern,Oberbayern,Traunstein,Landkreise,5792,187.72
Chiemsee Camping Rödlgries,47.841076,12.4718865,POINT (1388364.0544115028 6080456.150652824),Bayern,Oberbayern,Traunstein,Landkreise,5792,179.5
Weyererhof,47.76321999999999,12.22038,POINT (1360366.4789003045 6067553.09087082),Bayern,Oberbayern,Rosenheim,Landkreise,5792,148.69
Hof Gottenau,47.75586920000001,11.9298515,POINT (1328024.994219371 6066335.842465862),Bayern,Oberbayern,Miesbach,Landkreise,5792,118.84
Transit-Camping Seehamer See,47.8515437,11.8616639,POINT (1320434.3853089553 6082192.436634282),Bayern,Oberbayern,Miesbach,Landkreise,5792,120.78
Zeltplatz Oberhart,47.8325202,12.0637429,POINT (1342929.7166889694 6079037.253275812),Bayern,Oberbayern,Rosenheim,Landkreise,5792,138.01
Camping Gut Horn,47.9459005,12.7564468,POINT (1420041.1621074842 6097859.320171102),Bayern,Oberbayern,Traunstein,Landkreise,5792,215.47
Restaurant zum Boadwirt Tettenhausen am Waginger und Tachinger See,47.9536064,12.7510364,POINT (1419438.8791344962 6099140.0604502475),Bayern,Oberbayern,Traunstein,Landkreise,5792,215.44
Seehäusl Campingplatz,47.9018745,12.519819,POINT (1393699.8759039515 6090545.745507131),Bayern,Oberbayern,Traunstein,Landkreise,5792,188.46
Europa-Park Camp Resort,48.2716203,7.717296200000001,POINT (859085.4832848652 6152162.322444937),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise,1443,45.41
Ferienparadies Schwarzwalder Hof,48.299924,7.9425317,POINT (884158.5844534334 6156897.337545998),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise,1443,49.39
Campingplatz Kinzigtal,48.29569000000001,8.04663,POINT (895746.7542018789 6156188.851418466),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise,1443,52.64
Grub-Daniel-Hof Ferienwohnungen Stellplatz/Camper,48.20516,7.940259999999999,POINT (883905.6999661984 6141054.269027432),Baden-Württemberg,Freiburg,Emmendingen,Landkreise,1443,34.09
Camping Zur Mühle,48.26771,8.23781,POINT (917028.8144517369 6151508.362277479),Baden-Württemberg,Freiburg,Ortenaukreis,Landkreise,1443,61.51
Campingplatz Trendcamping Wolfach im Schwarzwald,48.29092000000001,8.277950000000002,POINT (921497.1788121791 6155390.745407278),Baden-Württemberg,Freiburg,Rottweil,Landkreise,1443,67.42
Campingplatz Schiltach,48.29051159999999,8.3377524,POINT (928154.3515283946 6155322.4162736),Baden-Württemberg,Freiburg,Rottweil,Landkreise,1443,72.34
Caravan und Zeltsportclub Niedereschach e. V.,48.119408,8.532149000000002,POINT (949794.4820523385 6126743.111262154),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise,1443,79.13
Reisemobilpark Bregnitzhof,48.14041049999999,8.405861,POINT (935736.1661990373 6130246.008765958),Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis,Landkreise,1443,66.55
Wohnmobil Stellplatz Baiersbronn,48.5102876,8.3727196,POINT (932046.8824268611 6192172.2908302825),Baden-Württemberg,Karlsruhe,Freudenstadt,Landkreise,1443,102.29
Jugendzeltplatz Hahnbrunnenwiese,48.5802474,8.3199136,POINT (926168.5453960316 6203935.977060156),Baden-Württemberg,Karlsruhe,Freudenstadt,Landkreise,377,95.51
Schwarzwald Camping,48.58465400000001,8.578747,POINT (954981.7476843232 6204677.488217386),Baden-Württemberg,Karlsruhe,Calw,Landkreise,377,108.97
Martina Spissinger,48.63362799999999,8.322498999999999,POINT (926456.3508075284 6212922.838766224),Baden-Württemberg,Karlsruhe,Rastatt,Landkreise,377,87.35
Zollernalbcamping,48.35947849999999,8.9589985,POINT (997311.1510377018 6166868.978184582),Baden-Württemberg,Tübingen,Zollernalbkreis,Landkreise,3927,80.82
Camping Herrenwies,48.6598414,8.2601953,POINT (919520.7346489916 6217339.4625271065),Baden-Württemberg,Karlsruhe,Rastatt,Landkreise,377,80.6
Natur-Camping Langenwald,48.4585922,8.373096099999998,POINT (932088.7942151447 6183490.180162698),Baden-Württemberg,Karlsruhe,Freudenstadt,Landkreise,1443,95.37
AZUR Camping Schwäbische Alb,48.36297099999999,9.183357,POINT (1022286.6250128445 6167454.114423495),Baden-Württemberg,Tübingen,Reutlingen,Landkreise,3927,73.57
Hofgut Hopfenburg,48.40274640000001,9.506264,POINT (1058232.467826428 6174120.949074028),Baden-Württemberg,Tübingen,Reutlingen,Landkreise,3927,82.97
Jugendzeltplatz Käsenbachtal,48.2340749,8.954752100000002,POINT (996838.4439519974 6145885.279484383),Baden-Württemberg,Tübingen,Zollernalbkreis,Landkreise,3927,63.11
Sonnencamping Albstadt,48.2156951,8.979343799999999,POINT (999575.979473738 6142814.124413064),Baden-Württemberg,Tübingen,Zollernalbkreis,Landkreise,3927,59.01
Campingclub Stuttgart e.V.,48.45478869999999,8.946862,POINT (995960.1220376891 6182851.741338928),Baden-Württemberg,Tübingen,Tübingen,Landkreise,3927,95.87
Wohnmobilstellplatz im Naturpark Oberen Donautal,48.0867975,9.0980795,POINT (1012793.5771367212 6121307.012777764),Baden-Württemberg,Tübingen,Sigmaringen,Landkreise,3927,33.88
