Jahr,Monat,Unternehmen_Id,Unternehmensbeschreibung,Umsatz in millionen
2017,4,WZ08-553,Campingplätze,141.2
2017,4,WZ08-559,Sonstige Beherbergungsstätten,108.9
2017,4,WZ08-56,Gastronomie,100.5
2017,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",102.9
2017,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.6
2017,4,WZ08-563,Ausschank von Getränken,97.9
2017,4,WZ08-561-01,Gaststättengewerbe,102.3
2017,4,WZ08-55-01,Gastgewerbe,99.2
2017,5,WZ08-55,Beherbergung,116.1
2017,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",117.1
2017,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,104.5
2017,5,WZ08-553,Campingplätze,108.8
2017,5,WZ08-559,Sonstige Beherbergungsstätten,119.4
2017,5,WZ08-56,Gastronomie,106.6
2017,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.9
2017,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,105.2
2017,5,WZ08-563,Ausschank von Getränken,99.5
2017,5,WZ08-561-01,Gaststättengewerbe,107.0
2017,5,WZ08-55-01,Gastgewerbe,110.1
2017,6,WZ08-55,Beherbergung,111.4
2017,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.0
2017,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,119.3
2017,6,WZ08-553,Campingplätze,149.1
2017,6,WZ08-559,Sonstige Beherbergungsstätten,112.1
2017,6,WZ08-56,Gastronomie,107.9
2017,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",109.8
2017,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.6
2017,6,WZ08-563,Ausschank von Getränken,101.1
2017,6,WZ08-561-01,Gaststättengewerbe,108.8
2017,6,WZ08-55-01,Gastgewerbe,109.2
2017,7,WZ08-55,Beherbergung,115.7
2017,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.5
2017,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,138.9
2017,7,WZ08-553,Campingplätze,186.3
2017,7,WZ08-559,Sonstige Beherbergungsstätten,114.2
2017,7,WZ08-56,Gastronomie,111.5
2017,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",115.5
2017,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,100.6
2017,7,WZ08-563,Ausschank von Getränken,105.5
2017,7,WZ08-561-01,Gaststättengewerbe,114.4
2017,7,WZ08-55-01,Gastgewerbe,113.0
2017,8,WZ08-55,Beherbergung,112.2
2017,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",108.6
2017,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,139.0
2017,8,WZ08-553,Campingplätze,191.5
2017,8,WZ08-559,Sonstige Beherbergungsstätten,105.4
2017,8,WZ08-56,Gastronomie,107.9
2017,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",111.7
2017,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.1
2017,8,WZ08-563,Ausschank von Getränken,101.5
2017,8,WZ08-561-01,Gaststättengewerbe,110.6
2017,8,WZ08-55-01,Gastgewerbe,109.5
2017,9,WZ08-55,Beherbergung,124.4
2017,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",125.5
2017,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,115.6
2017,9,WZ08-553,Campingplätze,107.9
2017,9,WZ08-559,Sonstige Beherbergungsstätten,110.7
2017,9,WZ08-56,Gastronomie,108.9
2017,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.3
2017,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,112.0
2017,9,WZ08-563,Ausschank von Getränken,106.0
2017,9,WZ08-561-01,Gaststättengewerbe,108.0
2017,9,WZ08-55-01,Gastgewerbe,114.5
2017,10,WZ08-55,Beherbergung,114.6
2017,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",116.2
2017,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,103.2
2017,10,WZ08-553,Campingplätze,75.9
2017,10,WZ08-559,Sonstige Beherbergungsstätten,118.6
2017,10,WZ08-56,Gastronomie,105.8
2017,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.8
2017,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.8
2017,10,WZ08-563,Ausschank von Getränken,105.3
2017,10,WZ08-561-01,Gaststättengewerbe,106.6
2017,10,WZ08-55-01,Gastgewerbe,109.0
2017,11,WZ08-55,Beherbergung,94.1
2017,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",97.4
2017,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,62.1
2017,11,WZ08-553,Campingplätze,36.5
2017,11,WZ08-559,Sonstige Beherbergungsstätten,117.0
2017,11,WZ08-56,Gastronomie,96.5
2017,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",94.0
2017,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.3
2017,11,WZ08-563,Ausschank von Getränken,89.3
2017,11,WZ08-561-01,Gaststättengewerbe,93.5
2017,11,WZ08-55-01,Gastgewerbe,95.6
2017,12,WZ08-55,Beherbergung,96.1
2017,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",99.2
2017,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,63.8
2017,12,WZ08-553,Campingplätze,59.4
2017,12,WZ08-559,Sonstige Beherbergungsstätten,110.0
2017,12,WZ08-56,Gastronomie,110.2
2017,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",109.9
2017,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,110.1
2017,12,WZ08-563,Ausschank von Getränken,112.8
2017,12,WZ08-561-01,Gaststättengewerbe,110.2
2017,12,WZ08-55-01,Gastgewerbe,105.1
2018,1,WZ08-55,Beherbergung,80.8
2018,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",81.1
2018,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,59.4
2018,1,WZ08-553,Campingplätze,132.0
2018,1,WZ08-559,Sonstige Beherbergungsstätten,110.3
2018,1,WZ08-56,Gastronomie,87.9
2018,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",87.5
2018,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.3
2018,1,WZ08-563,Ausschank von Getränken,79.6
2018,1,WZ08-561-01,Gaststättengewerbe,86.6
2018,1,WZ08-55-01,Gastgewerbe,85.4
2018,2,WZ08-55,Beherbergung,81.6
2018,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",83.1
2018,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,66.4
2018,2,WZ08-553,Campingplätze,53.6
2018,2,WZ08-559,Sonstige Beherbergungsstätten,101.1
2018,2,WZ08-56,Gastronomie,85.7
2018,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",84.0
2018,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.6
2018,2,WZ08-563,Ausschank von Getränken,81.1
2018,2,WZ08-561-01,Gaststättengewerbe,83.7
2018,2,WZ08-55-01,Gastgewerbe,84.2
2018,3,WZ08-55,Beherbergung,94.3
2018,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",95.4
2018,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,79.6
2018,3,WZ08-553,Campingplätze,90.1
2018,3,WZ08-559,Sonstige Beherbergungsstätten,105.0
2018,3,WZ08-56,Gastronomie,97.1
2018,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",97.1
2018,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,99.3
2018,3,WZ08-563,Ausschank von Getränken,90.8
2018,3,WZ08-561-01,Gaststättengewerbe,96.4
2018,3,WZ08-55-01,Gastgewerbe,96.1
2018,4,WZ08-55,Beherbergung,102.4
2018,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",103.3
2018,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,84.6
2018,4,WZ08-553,Campingplätze,121.3
2018,4,WZ08-559,Sonstige Beherbergungsstätten,109.8
2018,4,WZ08-56,Gastronomie,102.4
2018,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",104.5
2018,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.5
2018,4,WZ08-563,Ausschank von Getränken,95.4
2018,4,WZ08-561-01,Gaststättengewerbe,103.5
2018,4,WZ08-55-01,Gastgewerbe,102.4
2018,5,WZ08-55,Beherbergung,109.2
2018,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",108.8
2018,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,107.0
2018,5,WZ08-553,Campingplätze,135.6
2018,5,WZ08-559,Sonstige Beherbergungsstätten,115.2
2018,5,WZ08-56,Gastronomie,107.8
2018,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",111.3
2018,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,99.9
2018,5,WZ08-563,Ausschank von Getränken,100.0
2018,5,WZ08-561-01,Gaststättengewerbe,110.1
2018,5,WZ08-55-01,Gastgewerbe,108.3
2018,6,WZ08-55,Beherbergung,115.5
2018,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",115.3
2018,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,113.0
2018,6,WZ08-553,Campingplätze,135.0
2018,6,WZ08-559,Sonstige Beherbergungsstätten,120.0
2018,6,WZ08-56,Gastronomie,108.4
2018,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.3
2018,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,110.9
2018,6,WZ08-563,Ausschank von Getränken,102.0
2018,6,WZ08-561-01,Gaststättengewerbe,107.6
2018,6,WZ08-55-01,Gastgewerbe,111.0
2018,7,WZ08-55,Beherbergung,116.5
2018,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",113.7
2018,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,131.9
2018,7,WZ08-553,Campingplätze,195.2
2018,7,WZ08-559,Sonstige Beherbergungsstätten,119.4
2018,7,WZ08-56,Gastronomie,111.2
2018,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",115.2
2018,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.6
2018,7,WZ08-563,Ausschank von Getränken,98.8
2018,7,WZ08-561-01,Gaststättengewerbe,113.4
2018,7,WZ08-55-01,Gastgewerbe,113.2
2018,8,WZ08-55,Beherbergung,116.0
2018,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",113.4
2018,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,129.9
2018,8,WZ08-553,Campingplätze,193.9
2018,8,WZ08-559,Sonstige Beherbergungsstätten,111.2
2018,8,WZ08-56,Gastronomie,110.1
2018,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",113.5
2018,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.3
2018,8,WZ08-563,Ausschank von Getränken,105.2
2018,8,WZ08-561-01,Gaststättengewerbe,112.6
2018,8,WZ08-55-01,Gastgewerbe,112.2
2018,9,WZ08-55,Beherbergung,127.1
2018,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",127.7
2018,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,121.7
2018,9,WZ08-553,Campingplätze,122.6
2018,9,WZ08-559,Sonstige Beherbergungsstätten,113.9
2018,9,WZ08-56,Gastronomie,109.6
2018,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",109.7
2018,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,110.7
2018,9,WZ08-563,Ausschank von Getränken,106.3
2018,9,WZ08-561-01,Gaststättengewerbe,109.3
2018,9,WZ08-55-01,Gastgewerbe,116.0
2018,10,WZ08-55,Beherbergung,115.9
2018,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",117.2
2018,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,104.6
2018,10,WZ08-553,Campingplätze,87.3
2018,10,WZ08-559,Sonstige Beherbergungsstätten,124.4
2018,10,WZ08-56,Gastronomie,106.6
2018,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.6
2018,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,108.0
2018,10,WZ08-563,Ausschank von Getränken,102.9
2018,10,WZ08-561-01,Gaststättengewerbe,106.2
2018,10,WZ08-55-01,Gastgewerbe,110.0
2018,11,WZ08-55,Beherbergung,97.3
2018,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.5
2018,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,66.4
2018,11,WZ08-553,Campingplätze,41.4
2018,11,WZ08-559,Sonstige Beherbergungsstätten,121.1
2018,11,WZ08-56,Gastronomie,101.1
2018,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",99.1
2018,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,110.3
2018,11,WZ08-563,Ausschank von Getränken,93.3
2018,11,WZ08-561-01,Gaststättengewerbe,98.5
2018,11,WZ08-55-01,Gastgewerbe,99.8
2018,12,WZ08-55,Beherbergung,96.0
2018,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",99.0
2018,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,65.3
2018,12,WZ08-553,Campingplätze,56.7
2018,12,WZ08-559,Sonstige Beherbergungsstätten,104.5
2018,12,WZ08-56,Gastronomie,112.6
2018,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",112.6
2018,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,112.5
2018,12,WZ08-563,Ausschank von Getränken,112.4
2018,12,WZ08-561-01,Gaststättengewerbe,112.6
2018,12,WZ08-55-01,Gastgewerbe,106.6
2019,1,WZ08-55,Beherbergung,82.0
2019,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",82.9
2019,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,58.3
2019,1,WZ08-553,Campingplätze,114.5
2019,1,WZ08-559,Sonstige Beherbergungsstätten,111.7
2019,1,WZ08-56,Gastronomie,88.2
2019,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",86.8
2019,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.3
2019,1,WZ08-563,Ausschank von Getränken,78.8
2019,1,WZ08-561-01,Gaststättengewerbe,85.9
2019,1,WZ08-55-01,Gastgewerbe,86.0
2019,2,WZ08-55,Beherbergung,83.3
2019,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",85.0
2019,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,64.2
2019,2,WZ08-553,Campingplätze,62.3
2019,2,WZ08-559,Sonstige Beherbergungsstätten,105.0
2019,2,WZ08-56,Gastronomie,90.2
2019,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",88.8
2019,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,97.8
2019,2,WZ08-563,Ausschank von Getränken,82.2
2019,2,WZ08-561-01,Gaststättengewerbe,88.1
2019,2,WZ08-55-01,Gastgewerbe,87.7
2019,3,WZ08-55,Beherbergung,98.7
2019,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.5
2019,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,72.6
2019,3,WZ08-553,Campingplätze,102.6
2019,3,WZ08-559,Sonstige Beherbergungsstätten,109.8
2019,3,WZ08-56,Gastronomie,100.5
2019,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",100.0
2019,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.9
2019,3,WZ08-563,Ausschank von Getränken,94.1
2019,3,WZ08-561-01,Gaststättengewerbe,99.3
2019,3,WZ08-55-01,Gastgewerbe,99.9
2019,4,WZ08-55,Beherbergung,101.3
2019,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.7
2019,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,98.2
2019,4,WZ08-553,Campingplätze,136.7
2019,4,WZ08-559,Sonstige Beherbergungsstätten,112.3
2019,4,WZ08-56,Gastronomie,101.5
2019,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",102.7
2019,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,99.4
2019,4,WZ08-563,Ausschank von Getränken,96.5
2019,4,WZ08-561-01,Gaststättengewerbe,102.0
2019,4,WZ08-55-01,Gastgewerbe,101.4
2019,5,WZ08-55,Beherbergung,112.2
2019,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",113.0
2019,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,103.0
2019,5,WZ08-553,Campingplätze,106.7
2019,5,WZ08-559,Sonstige Beherbergungsstätten,119.3
2019,5,WZ08-56,Gastronomie,108.2
2019,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.9
2019,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,109.1
2019,5,WZ08-563,Ausschank von Getränken,99.3
2019,5,WZ08-561-01,Gaststättengewerbe,107.9
2019,5,WZ08-55-01,Gastgewerbe,109.7
2019,6,WZ08-55,Beherbergung,116.2
2019,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",114.7
2019,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,122.9
2019,6,WZ08-553,Campingplätze,162.5
2019,6,WZ08-559,Sonstige Beherbergungsstätten,111.9
2019,6,WZ08-56,Gastronomie,109.6
2019,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",111.3
2019,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.2
2019,6,WZ08-563,Ausschank von Getränken,100.6
2019,6,WZ08-561-01,Gaststättengewerbe,110.2
2019,6,WZ08-55-01,Gastgewerbe,112.0
2019,7,WZ08-55,Beherbergung,115.0
2019,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.8
2019,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,136.1
2019,7,WZ08-553,Campingplätze,190.2
2019,7,WZ08-559,Sonstige Beherbergungsstätten,118.1
2019,7,WZ08-56,Gastronomie,110.7
2019,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",113.8
2019,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.2
2019,7,WZ08-563,Ausschank von Getränken,101.0
2019,7,WZ08-561-01,Gaststättengewerbe,112.4
2019,7,WZ08-55-01,Gastgewerbe,112.3
2019,8,WZ08-55,Beherbergung,115.0
2019,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.0
2019,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,133.2
2019,8,WZ08-553,Campingplätze,192.4
2019,8,WZ08-559,Sonstige Beherbergungsstätten,108.9
2019,8,WZ08-56,Gastronomie,112.1
2019,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",115.9
2019,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.6
2019,8,WZ08-563,Ausschank von Getränken,106.8
2019,8,WZ08-561-01,Gaststättengewerbe,114.9
2019,8,WZ08-55-01,Gastgewerbe,113.1
2019,9,WZ08-55,Beherbergung,122.9
2019,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",123.4
2019,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,117.5
2019,9,WZ08-553,Campingplätze,121.2
2019,9,WZ08-559,Sonstige Beherbergungsstätten,113.4
2019,9,WZ08-56,Gastronomie,109.2
2019,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",108.2
2019,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,115.1
2019,9,WZ08-563,Ausschank von Getränken,102.0
2019,9,WZ08-561-01,Gaststättengewerbe,107.5
2019,9,WZ08-55-01,Gastgewerbe,114.2
2019,10,WZ08-55,Beherbergung,117.1
2019,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",118.6
2019,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,105.6
2019,10,WZ08-553,Campingplätze,84.1
2019,10,WZ08-559,Sonstige Beherbergungsstätten,123.7
2019,10,WZ08-56,Gastronomie,107.6
2019,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.4
2019,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,109.4
2019,10,WZ08-563,Ausschank von Getränken,104.7
2019,10,WZ08-561-01,Gaststättengewerbe,107.1
2019,10,WZ08-55-01,Gastgewerbe,111.1
2019,11,WZ08-55,Beherbergung,100.3
2019,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",104.0
2019,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,63.3
2019,11,WZ08-553,Campingplätze,46.5
2019,11,WZ08-559,Sonstige Beherbergungsstätten,120.5
2019,11,WZ08-56,Gastronomie,102.6
2019,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",100.5
2019,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,111.8
2019,11,WZ08-563,Ausschank von Getränken,97.8
2019,11,WZ08-561-01,Gaststättengewerbe,100.1
2019,11,WZ08-55-01,Gastgewerbe,101.8
2019,12,WZ08-55,Beherbergung,96.6
2019,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",99.8
2019,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,67.0
2019,12,WZ08-553,Campingplätze,43.4
2019,12,WZ08-559,Sonstige Beherbergungsstätten,109.2
2019,12,WZ08-56,Gastronomie,112.4
2019,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",113.2
2019,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,108.9
2019,12,WZ08-563,Ausschank von Getränken,114.7
2019,12,WZ08-561-01,Gaststättengewerbe,113.3
2019,12,WZ08-55-01,Gastgewerbe,106.7
2020,1,WZ08-55,Beherbergung,79.9
2020,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",80.7
2020,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,55.2
2020,1,WZ08-553,Campingplätze,112.8
2020,1,WZ08-559,Sonstige Beherbergungsstätten,110.6
2020,1,WZ08-56,Gastronomie,90.1
2020,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",89.9
2020,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.0
2020,1,WZ08-563,Ausschank von Getränken,84.1
2020,1,WZ08-561-01,Gaststättengewerbe,89.1
2020,1,WZ08-55-01,Gastgewerbe,86.5
2020,2,WZ08-55,Beherbergung,85.1
2020,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",86.6
2020,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,66.8
2020,2,WZ08-553,Campingplätze,65.1
2020,2,WZ08-559,Sonstige Beherbergungsstätten,101.9
2020,2,WZ08-56,Gastronomie,90.3
2020,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",89.4
2020,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.5
2020,2,WZ08-563,Ausschank von Getränken,86.4
2020,2,WZ08-561-01,Gaststättengewerbe,88.8
2020,2,WZ08-55-01,Gastgewerbe,88.4
2020,3,WZ08-55,Beherbergung,49.4
2020,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",49.3
2020,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,41.4
2020,3,WZ08-553,Campingplätze,68.1
2020,3,WZ08-559,Sonstige Beherbergungsstätten,82.8
2020,3,WZ08-56,Gastronomie,57.7
2020,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",53.9
2020,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,75.1
2020,3,WZ08-563,Ausschank von Getränken,44.1
2020,3,WZ08-561-01,Gaststättengewerbe,52.8
2020,3,WZ08-55-01,Gastgewerbe,54.7
2020,4,WZ08-55,Beherbergung,13.6
2020,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",11.7
2020,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,15.4
2020,4,WZ08-553,Campingplätze,80.4
2020,4,WZ08-559,Sonstige Beherbergungsstätten,63.2
2020,4,WZ08-56,Gastronomie,32.2
2020,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",29.6
2020,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,47.0
2020,4,WZ08-563,Ausschank von Getränken,15.2
2020,4,WZ08-561-01,Gaststättengewerbe,28.1
2020,4,WZ08-55-01,Gastgewerbe,25.5
2020,5,WZ08-55,Beherbergung,23.7
2020,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",21.6
2020,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,32.8
2020,5,WZ08-553,Campingplätze,79.6
2020,5,WZ08-559,Sonstige Beherbergungsstätten,68.1
2020,5,WZ08-56,Gastronomie,49.8
2020,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",51.7
2020,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,51.1
2020,5,WZ08-563,Ausschank von Getränken,28.4
2020,5,WZ08-561-01,Gaststättengewerbe,49.4
2020,5,WZ08-55-01,Gastgewerbe,40.4
2020,6,WZ08-55,Beherbergung,56.8
2020,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",53.6
2020,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,71.7
2020,6,WZ08-553,Campingplätze,153.3
2020,6,WZ08-559,Sonstige Beherbergungsstätten,75.4
2020,6,WZ08-56,Gastronomie,71.2
2020,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",77.2
2020,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,59.4
2020,6,WZ08-563,Ausschank von Getränken,49.8
2020,6,WZ08-561-01,Gaststättengewerbe,74.4
2020,6,WZ08-55-01,Gastgewerbe,66.0
2020,7,WZ08-55,Beherbergung,82.3
2020,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",77.9
2020,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,110.5
2020,7,WZ08-553,Campingplätze,192.4
2020,7,WZ08-559,Sonstige Beherbergungsstätten,82.4
2020,7,WZ08-56,Gastronomie,86.1
2020,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",95.9
2020,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,63.6
